sample	site	sample_type	in_metadata_exact	match_status	metadata_sample_norm_match	n_norm_matches
JERC-87-1-Ro	JERC	Ro	yes	exact_match	JERC-87-1-Ro	1
JERC-88-1-Rh	JERC	Rh	yes	exact_match	JERC-88-1-Rh	1
JERC-88-1-Ro	JERC	Ro	yes	exact_match	JERC-88-1-Ro	1
JERC-88-1-No	JERC	No	yes	exact_match	JERC-88-1-No	1
JERC-89-1-Rh	JERC	Rh	yes	exact_match	JERC-89-1-Rh	1
JERC-89-1-No	JERC	No	yes	exact_match	JERC-89-1-No	1
JERC-89-1-Ro	JERC	Ro	yes	exact_match	JERC-89-1-Ro	1
JERC-90-1-Rh	JERC	Rh	yes	exact_match	JERC-90-1-Rh	1
JERC-90-1-Ro	JERC	Ro	yes	exact_match	JERC-90-1-Ro	1
JERC-91-1-No	JERC	No	yes	exact_match	JERC-91-1-No	1
JERC-91-1-Rh	JERC	Rh	yes	exact_match	JERC-91-1-Rh	1
JERC-91-1-Ro	JERC	Ro	yes	exact_match	JERC-91-1-Ro	1
JERC-90-1-No	JERC	No	yes	exact_match	JERC-90-1-No	1
JERC-92-4-Rh	JERC	Rh	yes	exact_match	JERC-92-4-Rh	1
JERC-92-4-Ro	JERC	Ro	yes	exact_match	JERC-92-4-Ro	1
JERC-92-4-No	JERC	No	yes	exact_match	JERC-92-4-No	1
JERC-93-1-Rh	JERC	Rh	yes	exact_match	JERC-93-1-Rh	1
JERC-93-1-Ro	JERC	Ro	yes	exact_match	JERC-93-1-Ro	1
JERC-93-1-No	JERC	No	yes	exact_match	JERC-93-1-No	1
JERC-94-1-Rh	JERC	Rh	yes	exact_match	JERC-94-1-Rh	1
JERC-94-1-Ro	JERC	Ro	yes	exact_match	JERC-94-1-Ro	1
JERC-94-1-No	JERC	No	yes	exact_match	JERC-94-1-No	1
JERC-95-5-Rh	JERC	Rh	yes	exact_match	JERC-95-5-Rh	1
JERC-95-5-Ro	JERC	Ro	yes	exact_match	JERC-95-5-Ro	1
JERC-96-2-No	JERC	No	yes	exact_match	JERC-96-2-No	1
JERC-96-2-Rh	JERC	Rh	yes	exact_match	JERC-96-2-Rh	1
JERC-95-5-No	JERC	No	yes	exact_match	JERC-95-5-No	1
JERC-98-1-No	JERC	No	yes	exact_match	JERC-98-1-No	1
JERC-96-2-Ro	JERC	Ro	yes	exact_match	JERC-96-2-Ro	1
JERC-98-1-Rh	JERC	Rh	yes	exact_match	JERC-98-1-Rh	1
JERC-98-1-Ro	JERC	Ro	yes	exact_match	JERC-98-1-Ro	1
JERC-98-2-Rh	JERC	Rh	yes	exact_match	JERC-98-2-Rh	1
JERC-98-2-Ro	JERC	Ro	yes	exact_match	JERC-98-2-Ro	1
JERC-98-2-No	JERC	No	yes	exact_match	JERC-98-2-No	1
JERC-98-3-Rh	JERC	Rh	yes	exact_match	JERC-98-3-Rh	1
JERC-98-3-Ro	JERC	Ro	yes	exact_match	JERC-98-3-Ro	1
JERC-98-3-No	JERC	No	yes	exact_match	JERC-98-3-No	1
JERC-98-4-Rh	JERC	Rh	yes	exact_match	JERC-98-4-Rh	1
JERC-98-4-Ro	JERC	Ro	yes	exact_match	JERC-98-4-Ro	1
JERC-98-4-No	JERC	No	yes	exact_match	JERC-98-4-No	1
JERC-99-1-Rh	JERC	Rh	yes	exact_match	JERC-99-1-Rh	1
JERC-99-1-Ro	JERC	Ro	yes	exact_match	JERC-99-1-Ro	1
JERC-99-1-No	JERC	No	yes	exact_match	JERC-99-1-No	1
JERC-99-2-Rh	JERC	Rh	yes	exact_match	JERC-99-2-Rh	1
JERC-99-2-Ro	JERC	Ro	yes	exact_match	JERC-99-2-Ro	1
JERC-99-2-No	JERC	No	yes	exact_match	JERC-99-2-No	1
JERC-99-3-Rh	JERC	Rh	yes	exact_match	JERC-99-3-Rh	1
JERC-99-3-Ro	JERC	Ro	yes	exact_match	JERC-99-3-Ro	1
JERC-99-4-No	JERC	No	yes	exact_match	JERC-99-4-No	1
JERC-99-4-Rh	JERC	Rh	yes	exact_match	JERC-99-4-Rh	1
JERC-99-4-Ro	JERC	Ro	yes	exact_match	JERC-99-4-Ro	1
JERC-99-3-No	JERC	No	yes	exact_match	JERC-99-3-No	1
JERC-AMFR-56-1-Rh	JERC	Rh	yes	exact_match	JERC-AMFR-56-1-Rh	1
JERC-AMFR-56-1-Ro	JERC	Ro	yes	exact_match	JERC-AMFR-56-1-Ro	1
JERC-AMFR-56-1-No	JERC	No	yes	exact_match	JERC-AMFR-56-1-No	1
JERC-AMFU-71-1-Rh	JERC	Rh	yes	exact_match	JERC-AMFU-71-1-Rh	1
JERC-AMFU-71-1-No	JERC	No	yes	exact_match	JERC-AMFU-71-1-No	1
JERC-AMFU-71-1-Ro	JERC	Ro	yes	exact_match	JERC-AMFU-71-1-Ro	1
JERC-CEAM-53-4-Rh	JERC	Rh	yes	exact_match	JERC-CEAM-53-4-Rh	1
JERC-CEAM-53-4-Ro	JERC	Ro	yes	exact_match	JERC-CEAM-53-4-Ro	1
JERC-CEAM-53-4-No	JERC	No	yes	exact_match	JERC-CEAM-53-4-No	1
JERC-CEMI-8-1-Rh	JERC	Rh	yes	exact_match	JERC-CEMI-8-1-Rh	1
JERC-CEMI-8-1-Ro	JERC	Ro	yes	exact_match	JERC-CEMI-8-1-Ro	1
JERC-CEMI-8-1-No	JERC	No	yes	exact_match	JERC-CEMI-8-1-No	1
JERC-CERE-67-1-No	JERC	No	yes	exact_match	JERC-CERE-67-1-No	1
JERC-CERE-67-1-Rh	JERC	Rh	yes	exact_match	JERC-CERE-67-1-Rh	1
JERC-CERE-67-1-Ro	JERC	Ro	yes	exact_match	JERC-CERE-67-1-Ro	1
JERC-CEVI-57-2-Rh	JERC	Rh	yes	exact_match	JERC-CEVI-57-2-Rh	1
JERC-CEVI-57-2-Ro	JERC	Ro	yes	exact_match	JERC-CEVI-57-2-Ro	1
JERC-CEVI-80-2-No	JERC	No	yes	exact_match	JERC-CEVI-80-2-No	1
JERC-CEVI-80-2-Rh	JERC	Rh	yes	exact_match	JERC-CEVI-80-2-Rh	1
JERC-CEVI-80-2-Ro	JERC	Ro	yes	exact_match	JERC-CEVI-80-2-Ro	1
JERC-CHNI-60-3-No	JERC	No	yes	exact_match	JERC-CHNI-60-3-No	1
JERC-CHNI-60-3-Rh	JERC	Rh	yes	exact_match	JERC-CHNI-60-3-Rh	1
JERC-CEVI-57-2-No	JERC	No	yes	exact_match	JERC-CEVI-57-2-No	1
JERC-CHNI-69-4-Rh	JERC	Rh	yes	exact_match	JERC-CHNI-69-4-Rh	1
JERC-CHNI-69-4-Ro	JERC	Ro	yes	exact_match	JERC-CHNI-69-4-Ro	1
JERC-CHNI-69-4-No	JERC	No	yes	exact_match	JERC-CHNI-69-4-No	1
JERC-CHNI-86-4-Rh	JERC	Rh	yes	exact_match	JERC-CHNI-86-4-Rh	1
JERC-CLMA-62-5-No	JERC	No	yes	exact_match	JERC-CLMA-62-5-No	1
JERC-CLMA-62-5-Rh	JERC	Rh	yes	exact_match	JERC-CLMA-62-5-Rh	1
JERC-CLMA-62-5-Ro	JERC	Ro	yes	exact_match	JERC-CLMA-62-5-Ro	1
JERC-CLMA-73-2-No	JERC	No	yes	exact_match	JERC-CLMA-73-2-No	1
JERC-CHNI-86-4-No	JERC	No	yes	exact_match	JERC-CHNI-86-4-No	1
JERC-CLMA-73-2-Rh	JERC	Rh	yes	exact_match	JERC-CLMA-73-2-Rh	1
JERC-CLMA-76-2-No	JERC	No	yes	exact_match	JERC-CLMA-76-2-No	1
JERC-CLMA-73-2-Ro	JERC	Ro	yes	exact_match	JERC-CLMA-73-2-Ro	1
JERC-CLMA-76-2-Ro	JERC	Ro	yes	exact_match	JERC-CLMA-76-2-Ro	1
JERC-CLMA-76-2-Rh	JERC	Rh	yes	exact_match	JERC-CLMA-76-2-Rh	1
JERC-CLMA-83-1-Rh	JERC	Rh	yes	exact_match	JERC-CLMA-83-1-Rh	1
JERC-CLMA-83-1-Ro	JERC	Ro	yes	exact_match	JERC-CLMA-83-1-Ro	1
JERC-CLMA-83-1-No	JERC	No	yes	exact_match	JERC-CLMA-83-1-No	1
JERC-CRJU-86-1-Rh	JERC	Rh	yes	exact_match	JERC-CRJU-86-1-Rh	1
JERC-CRJU-86-1-Ro	JERC	Ro	yes	exact_match	JERC-CRJU-86-1-Ro	1
JERC-CRRO-64-1-No	JERC	No	yes	exact_match	JERC-CRRO-64-1-No	1
JERC-CRJU-86-1-No	JERC	No	yes	exact_match	JERC-CRJU-86-1-No	1
JERC-CRRO-64-1-Rh	JERC	Rh	yes	exact_match	JERC-CRRO-64-1-Rh	1
JERC-CRRO-64-1-Ro	JERC	Ro	yes	exact_match	JERC-CRRO-64-1-Ro	1
JERC-CRRO-70-1-No	JERC	No	yes	exact_match	JERC-CRRO-70-1-No	1
JERC-CRRO-70-1-Rh	JERC	Rh	yes	exact_match	JERC-CRRO-70-1-Rh	1
JERC-CRRO-70-1-Ro	JERC	Ro	yes	exact_match	JERC-CRRO-70-1-Ro	1
JERC-DEFL-31-5-Rh	JERC	Rh	yes	exact_match	JERC-DEFL-31-5-Rh	1
JERC-DEFL-31-5-Ro	JERC	Ro	yes	exact_match	JERC-DEFL-31-5-Ro	1
JERC-DEFL-31-5-No	JERC	No	yes	exact_match	JERC-DEFL-31-5-No	1
JERC-DEFL-61-3-Rh	JERC	Rh	yes	exact_match	JERC-DEFL-61-3-Rh	1
JERC-DEFL-61-3-Ro	JERC	Ro	yes	exact_match	JERC-DEFL-61-3-Ro	1
JERC-DEFL-75-2-No	JERC	No	yes	exact_match	JERC-DEFL-75-2-No	1
JERC-DEFL-75-2-Rh	JERC	Rh	yes	exact_match	JERC-DEFL-75-2-Rh	1
JERC-DEFL-61-3-No	JERC	No	yes	exact_match	JERC-DEFL-61-3-No	1
JERC-DEFL-75-2-Ro	JERC	Ro	yes	exact_match	JERC-DEFL-75-2-Ro	1
JERC-DEFL-75-3-Rh	JERC	Rh	yes	exact_match	JERC-DEFL-75-3-Rh	1
JERC-DEFL-75-3-Ro	JERC	Ro	yes	exact_match	JERC-DEFL-75-3-Ro	1
JERC-DELI-77-2-No	JERC	No	yes	exact_match	JERC-DELI-77-2-No	1
JERC-DELI-77-2-Rh	JERC	Rh	yes	exact_match	JERC-DELI-77-2-Rh	1
JERC-DELI-77-2-Ro	JERC	Ro	yes	exact_match	JERC-DELI-77-2-Ro	1
JERC-DEFL-75-3-No	JERC	No	yes	exact_match	JERC-DEFL-75-3-No	1
JERC-DESM-74-1-Rh	JERC	Rh	yes	exact_match	JERC-DESM-74-1-Rh	1
JERC-DESM-74-1-No	JERC	No	yes	exact_match	JERC-DESM-74-1-No	1
JERC-DESM-74-1-Ro	JERC	Ro	yes	exact_match	JERC-DESM-74-1-Ro	1
JERC-DEST-32-1-Rh	JERC	Rh	yes	exact_match	JERC-DEST-32-1-Rh	1
JERC-DEST-32-1-Ro	JERC	Ro	yes	exact_match	JERC-DEST-32-1-Ro	1
JERC-DEST-32-1-No	JERC	No	yes	exact_match	JERC-DEST-32-1-No	1
JERC-DEST-65-5-No	JERC	No	yes	exact_match	JERC-DEST-65-5-No	1
JERC-DEST-65-5-Rh	JERC	Rh	yes	exact_match	JERC-DEST-65-5-Rh	1
JERC-DEST-65-5-Ro	JERC	Ro	yes	exact_match	JERC-DEST-65-5-Ro	1
JERC-DEST-68-4-Rh	JERC	Rh	yes	exact_match	JERC-DEST-68-4-Rh	1
JERC-DEST-68-4-Ro	JERC	Ro	yes	exact_match	JERC-DEST-68-4-Ro	1
JERC-DEST-68-4-No	JERC	No	yes	exact_match	JERC-DEST-68-4-No	1
JERC-GAVO-33-1-Rh	JERC	Rh	yes	exact_match	JERC-GAVO-33-1-Rh	1
JERC-GAVO-33-1-Ro	JERC	Ro	yes	exact_match	JERC-GAVO-33-1-Ro	1
JERC-LEHI-82-3-No	JERC	No	yes	exact_match	JERC-LEHI-82-3-No	1
JERC-GAVO-33-1-No	JERC	No	yes	exact_match	JERC-GAVO-33-1-No	1
JERC-LEHI-82-3-Rh	JERC	Rh	yes	exact_match	JERC-LEHI-82-3-Rh	1
JERC-LEHI-82-3-Ro	JERC	Ro	yes	exact_match	JERC-LEHI-82-3-Ro	1
JERC-LEST-78-5-No	JERC	No	yes	exact_match	JERC-LEST-78-5-No	1
JERC-LEST-78-5-Ro	JERC	Ro	yes	exact_match	JERC-LEST-78-5-Ro	1
JERC-LEST-78-5-Rh	JERC	Rh	yes	exact_match	JERC-LEST-78-5-Rh	1
JERC-LEVI-79-2-No	JERC	No	yes	exact_match	JERC-LEVI-79-2-No	1
JERC-LEVI-79-2-Ro	JERC	Ro	yes	exact_match	JERC-LEVI-79-2-Ro	1
JERC-LEVI-79-2-Rh	JERC	Rh	yes	exact_match	JERC-LEVI-79-2-Rh	1
JERC-RHDI-59-3-Rh	JERC	Rh	yes	exact_match	JERC-RHDI-59-3-Rh	1
JERC-RHDI-59-3-Ro	JERC	Ro	yes	exact_match	JERC-RHDI-59-3-Ro	1
JERC-RHDI-59-3-No	JERC	No	yes	exact_match	JERC-RHDI-59-3-No	1
JERC-RHRE-55-1-No	JERC	No	yes	exact_match	JERC-RHRE-55-1-No	1
JERC-RHRE-55-1-Ro	JERC	Ro	yes	exact_match	JERC-RHRE-55-1-Ro	1
JERC-RHRE-55-1-Rh	JERC	Rh	yes	exact_match	JERC-RHRE-55-1-Rh	1
JERC-RHTO-58-1-Rh	JERC	Rh	yes	exact_match	JERC-RHTO-58-1-Rh	1
JERC-RHTO-58-1-Ro	JERC	Ro	yes	exact_match	JERC-RHTO-58-1-Ro	1
JERC-RHTO-58-1-No	JERC	No	yes	exact_match	JERC-RHTO-58-1-No	1
JERC-STBI-63-1-Rh	JERC	Rh	yes	exact_match	JERC-STBI-63-1-Rh	1
JERC-STBI-63-1-Ro	JERC	Ro	yes	exact_match	JERC-STBI-63-1-Ro	1
JERC-STBI-72-3-No	JERC	No	yes	exact_match	JERC-STBI-72-3-No	1
JERC-STBI-63-1-No	JERC	No	yes	exact_match	JERC-STBI-63-1-No	1
JERC-STBI-72-3-Ro	JERC	Ro	yes	exact_match	JERC-STBI-72-3-Ro	1
JERC-TECW-66-3-No	JERC	No	yes	exact_match	JERC-TECW-66-3-No	1
JERC-STBI-72-3-Rh	JERC	Rh	yes	exact_match	JERC-STBI-72-3-Rh	1
JERC-TECW-66-3-Rh	JERC	Rh	yes	exact_match	JERC-TECW-66-3-Rh	1
JERC-TECW-66-3-Ro	JERC	Ro	yes	exact_match	JERC-TECW-66-3-Ro	1
JORN-1-Rh	JORN	Rh	yes	exact_match	JORN-1-Rh	1
JORN-1-Ro	JORN	Ro	yes	exact_match	JORN-1-Ro	1
JORN-2-1-No	JORN	No	yes	exact_match	JORN-2-1-No	1
JORN-2-1-Rh	JORN	Rh	yes	exact_match	JORN-2-1-Rh	1
JORN-2-1-Ro	JORN	Ro	yes	exact_match	JORN-2-1-Ro	1
JORN-3-1-No	JORN	No	yes	exact_match	JORN-3-1-No	1
JORN-3-1-Rh	JORN	Rh	yes	exact_match	JORN-3-1-Rh	1
JORN-3-1-Ro	JORN	Ro	yes	exact_match	JORN-3-1-Ro	1
JORN-4-1-No	JORN	No	yes	exact_match	JORN-4-1-No	1
JORN-4-1-Rh	JORN	Rh	yes	exact_match	JORN-4-1-Rh	1
JORN-4-1-Ro	JORN	Ro	yes	exact_match	JORN-4-1-Ro	1
KONA-1-1-No	KONA	No	yes	exact_match	KONA-1-1-No	1
KONA-1-1-Rh	KONA	Rh	yes	exact_match	KONA-1-1-Rh	1
KONA-1-1-Ro	KONA	Ro	yes	exact_match	KONA-1-1-Ro	1
KONA-2-1-No	KONA	No	yes	exact_match	KONA-2-1-No	1
KONA-2-1-Rh	KONA	Rh	yes	exact_match	KONA-2-1-Rh	1
KONA-2-1-Ro	KONA	Ro	yes	exact_match	KONA-2-1-Ro	1
KONA-3-1-No	KONA	No	yes	exact_match	KONA-3-1-No	1
KONA-3-1-Rh	KONA	Rh	yes	exact_match	KONA-3-1-Rh	1
KONA-3-1-Ro	KONA	Ro	yes	exact_match	KONA-3-1-Ro	1
JORN-1-No	JORN	No	yes	exact_match	JORN-1-No	1
KONZ-10-1-Rh	KONZ	Rh	yes	exact_match	KONZ-10-1-Rh	1
KONZ-10-1-Ro	KONZ	Ro	yes	exact_match	KONZ-10-1-Ro	1
KONZ-11-1-No	KONZ	No	yes	exact_match	KONZ-11-1-No	1
KONZ-10-1-No	KONZ	No	yes	exact_match	KONZ-10-1-No	1
KONZ-11-1-Ro	KONZ	Ro	yes	exact_match	KONZ-11-1-Ro	1
KONZ-11-1-Rh	KONZ	Rh	yes	exact_match	KONZ-11-1-Rh	1
KONZ-12-1-Rh	KONZ	Rh	yes	exact_match	KONZ-12-1-Rh	1
KONZ-12-1-Ro	KONZ	Ro	yes	exact_match	KONZ-12-1-Ro	1
KONZ-13-1-No	KONZ	No	yes	exact_match	KONZ-13-1-No	1
KONZ-13-1-Rh	KONZ	Rh	yes	exact_match	KONZ-13-1-Rh	1
KONZ-13-1-Ro	KONZ	Ro	yes	exact_match	KONZ-13-1-Ro	1
KONZ-14-1-No	KONZ	No	yes	exact_match	KONZ-14-1-No	1
KONZ-14-1-Rh	KONZ	Rh	yes	exact_match	KONZ-14-1-Rh	1
KONZ-14-1-Ro	KONZ	Ro	yes	exact_match	KONZ-14-1-Ro	1
KONZ-12-1-No	KONZ	No	yes	exact_match	KONZ-12-1-No	1
KONZ-15-1-Rh	KONZ	Rh	yes	exact_match	KONZ-15-1-Rh	1
KONZ-15-1-Ro	KONZ	Ro	yes	exact_match	KONZ-15-1-Ro	1
KONZ-16-1-No	KONZ	No	yes	exact_match	KONZ-16-1-No	1
KONZ-15-1-No	KONZ	No	yes	exact_match	KONZ-15-1-No	1
KONZ-16-1-Ro	KONZ	Ro	yes	exact_match	KONZ-16-1-Ro	1
KONZ-16-1-Rh	KONZ	Rh	yes	exact_match	KONZ-16-1-Rh	1
KONZ-16-2-Rh	KONZ	Rh	yes	exact_match	KONZ-16-2-Rh	1
KONZ-16-2-No	KONZ	No	yes	exact_match	KONZ-16-2-No	1
KONZ-16-2-Ro	KONZ	Ro	yes	exact_match	KONZ-16-2-Ro	1
KONZ-1-Rh	KONZ	Rh	yes	exact_match	KONZ-1-Rh	1
KONZ-1-Ro	KONZ	Ro	yes	exact_match	KONZ-1-Ro	1
KONZ-1-No	KONZ	No	yes	exact_match	KONZ-1-No	1
KONZ-2-1-Rh	KONZ	Rh	yes	exact_match	KONZ-2-1-Rh	1
KONZ-2-1-Ro	KONZ	Ro	yes	exact_match	KONZ-2-1-Ro	1
KONZ-3-1-No	KONZ	No	yes	exact_match	KONZ-3-1-No	1
KONZ-3-1-Rh	KONZ	Rh	yes	exact_match	KONZ-3-1-Rh	1
KONZ-3-1-Ro	KONZ	Ro	yes	exact_match	KONZ-3-1-Ro	1
KONZ-4-1-No	KONZ	No	yes	exact_match	KONZ-4-1-No	1
KONZ-4-1-Rh	KONZ	Rh	yes	exact_match	KONZ-4-1-Rh	1
KONZ-4-1-Ro	KONZ	Ro	yes	exact_match	KONZ-4-1-Ro	1
KONZ-2-1-No	KONZ	No	yes	exact_match	KONZ-2-1-No	1
KONZ-5-1-Rh	KONZ	Rh	yes	exact_match	KONZ-5-1-Rh	1
KONZ-5-1-Ro	KONZ	Ro	yes	exact_match	KONZ-5-1-Ro	1
KONZ-5-1-No	KONZ	No	yes	exact_match	KONZ-5-1-No	1
KONZ-6-1-Rh	KONZ	Rh	yes	exact_match	KONZ-6-1-Rh	1
KONZ-6-1-Ro	KONZ	Ro	yes	exact_match	KONZ-6-1-Ro	1
KONZ-7-1-No	KONZ	No	yes	exact_match	KONZ-7-1-No	1
KONZ-7-1-Rh	KONZ	Rh	yes	exact_match	KONZ-7-1-Rh	1
KONZ-7-1-Ro	KONZ	Ro	yes	exact_match	KONZ-7-1-Ro	1
KONZ-8-1-No	KONZ	No	yes	exact_match	KONZ-8-1-No	1
KONZ-8-1-Rh	KONZ	Rh	yes	exact_match	KONZ-8-1-Rh	1
KONZ-8-1-Ro	KONZ	Ro	yes	exact_match	KONZ-8-1-Ro	1
KONZ-6-1-No	KONZ	No	yes	exact_match	KONZ-6-1-No	1
KONZ-9-2-Rh	KONZ	Rh	yes	exact_match	KONZ-9-2-Rh	1
KONZ-9-2-Ro	KONZ	Ro	yes	exact_match	KONZ-9-2-Ro	1
KONZ-9-2-No	KONZ	No	yes	exact_match	KONZ-9-2-No	1
LAJA-10-1-Rh	LAJA	Rh	yes	exact_match	LAJA-10-1-Rh	1
LAJA-10-1-Ro	LAJA	Ro	yes	exact_match	LAJA-10-1-Ro	1
LAJA-10-1-No	LAJA	No	yes	exact_match	LAJA-10-1-No	1
LAJA-11-3-Rh	LAJA	Rh	yes	exact_match	LAJA-11-3-Rh	1
LAJA-11-3-Ro	LAJA	Ro	yes	exact_match	LAJA-11-3-Ro	1
LAJA-1-1-No	LAJA	No	yes	exact_match	LAJA-1-1-No	1
LAJA-1-1-Rh	LAJA	Rh	yes	exact_match	LAJA-1-1-Rh	1
LAJA-1-1-Ro	LAJA	Ro	yes	exact_match	LAJA-1-1-Ro	1
LAJA-11-3-No	LAJA	No	yes	exact_match	LAJA-11-3-No	1
LAJA-12-1-Rh	LAJA	Rh	yes	exact_match	LAJA-12-1-Rh	1
LAJA-12-1-Ro	LAJA	Ro	yes	exact_match	LAJA-12-1-Ro	1
LAJA-12-1-No	LAJA	No	yes	exact_match	LAJA-12-1-No	1
LAJA-1-2-Rh	LAJA	Rh	yes	exact_match	LAJA-1-2-Rh	1
LAJA-1-2-Ro	LAJA	Ro	yes	exact_match	LAJA-1-2-Ro	1
LAJA-1-2-No	LAJA	No	yes	exact_match	LAJA-1-2-No	1
LAJA-13-3-Rh	LAJA	Rh	yes	exact_match	LAJA-13-3-Rh	1
LAJA-13-3-Ro	LAJA	Ro	yes	exact_match	LAJA-13-3-Ro	1
LAJA-1-3-No	LAJA	No	yes	exact_match	LAJA-1-3-No	1
LAJA-1-3-Rh	LAJA	Rh	yes	exact_match	LAJA-1-3-Rh	1
LAJA-1-3-Ro	LAJA	Ro	yes	exact_match	LAJA-1-3-Ro	1
LAJA-14-1-No	LAJA	No	yes	exact_match	LAJA-14-1-No	1
LAJA-14-1-Rh	LAJA	Rh	yes	exact_match	LAJA-14-1-Rh	1
LAJA-14-1-Ro	LAJA	Ro	yes	exact_match	LAJA-14-1-Ro	1
LAJA-15-1-No	LAJA	No	yes	exact_match	LAJA-15-1-No	1
LAJA-15-1-Rh	LAJA	Rh	yes	exact_match	LAJA-15-1-Rh	1
LAJA-15-1-Ro	LAJA	Ro	yes	exact_match	LAJA-15-1-Ro	1
LAJA-16-2-No	LAJA	No	yes	exact_match	LAJA-16-2-No	1
LAJA-16-2-Rh	LAJA	Rh	yes	exact_match	LAJA-16-2-Rh	1
LAJA-16-2-Ro	LAJA	Ro	yes	exact_match	LAJA-16-2-Ro	1
LAJA-17-1-No	LAJA	No	yes	exact_match	LAJA-17-1-No	1
LAJA-17-1-Rh	LAJA	Rh	yes	exact_match	LAJA-17-1-Rh	1
LAJA-17-1-Ro	LAJA	Ro	yes	exact_match	LAJA-17-1-Ro	1
LAJA-13-3-No	LAJA	No	yes	exact_match	LAJA-13-3-No	1
LAJA-18-1-Rh	LAJA	Rh	yes	exact_match	LAJA-18-1-Rh	1
LAJA-18-1-Ro	LAJA	Ro	yes	exact_match	LAJA-18-1-Ro	1
LAJA-19-2-No	LAJA	No	yes	exact_match	LAJA-19-2-No	1
LAJA-19-2-Rh	LAJA	Rh	yes	exact_match	LAJA-19-2-Rh	1
LAJA-19-2-Ro	LAJA	Ro	yes	exact_match	LAJA-19-2-Ro	1
LAJA-18-1-No	LAJA	No	yes	exact_match	LAJA-18-1-No	1
LAJA-20-1-Rh	LAJA	Rh	yes	exact_match	LAJA-20-1-Rh	1
LAJA-20-1-Ro	LAJA	Ro	yes	exact_match	LAJA-20-1-Ro	1
LAJA-20-1-No	LAJA	No	yes	exact_match	LAJA-20-1-No	1
LAJA-21-1-Rh	LAJA	Rh	yes	exact_match	LAJA-21-1-Rh	1
LAJA-21-1-Ro	LAJA	Ro	yes	exact_match	LAJA-21-1-Ro	1
LAJA-21-1-No	LAJA	No	yes	exact_match	LAJA-21-1-No	1
LAJA-2-1-No	LAJA	No	yes	exact_match	LAJA-2-1-No	1
LAJA-2-1-Rh	LAJA	Rh	yes	exact_match	LAJA-2-1-Rh	1
LAJA-2-1-Ro	LAJA	Ro	yes	exact_match	LAJA-2-1-Ro	1
LAJA-22-2-Rh	LAJA	Rh	yes	exact_match	LAJA-22-2-Rh	1
LAJA-22-2-Ro	LAJA	Ro	yes	exact_match	LAJA-22-2-Ro	1
LAJA-22-2-No	LAJA	No	yes	exact_match	LAJA-22-2-No	1
LAJA-2-2-Rh	LAJA	Rh	yes	exact_match	LAJA-2-2-Rh	1
LAJA-2-2-Ro	LAJA	Ro	yes	exact_match	LAJA-2-2-Ro	1
LAJA-2-2-No	LAJA	No	yes	exact_match	LAJA-2-2-No	1
LAJA-23-1-Rh	LAJA	Rh	yes	exact_match	LAJA-23-1-Rh	1
LAJA-23-1-Ro	LAJA	Ro	yes	exact_match	LAJA-23-1-Ro	1
LAJA-23-1-No	LAJA	No	yes	exact_match	LAJA-23-1-No	1
LAJA-2-3-Rh	LAJA	Rh	yes	exact_match	LAJA-2-3-Rh	1
LAJA-2-3-Ro	LAJA	Ro	yes	exact_match	LAJA-2-3-Ro	1
LAJA-24-2-No	LAJA	No	yes	exact_match	LAJA-24-2-No	1
LAJA-24-2-Rh	LAJA	Rh	yes	exact_match	LAJA-24-2-Rh	1
LAJA-24-2-Ro	LAJA	Ro	yes	exact_match	LAJA-24-2-Ro	1
LAJA-25-1-No	LAJA	No	yes	exact_match	LAJA-25-1-No	1
LAJA-25-1-Rh	LAJA	Rh	yes	exact_match	LAJA-25-1-Rh	1
LAJA-25-1-Ro	LAJA	Ro	yes	exact_match	LAJA-25-1-Ro	1
LAJA-26-1-No	LAJA	No	yes	exact_match	LAJA-26-1-No	1
LAJA-26-1-Rh	LAJA	Rh	yes	exact_match	LAJA-26-1-Rh	1
LAJA-26-1-Ro	LAJA	Ro	yes	exact_match	LAJA-26-1-Ro	1
LAJA-3-1-No	LAJA	No	yes	exact_match	LAJA-3-1-No	1
LAJA-3-1-Rh	LAJA	Rh	yes	exact_match	LAJA-3-1-Rh	1
LAJA-3-1-Ro	LAJA	Ro	yes	exact_match	LAJA-3-1-Ro	1
LAJA-2-3-No	LAJA	No	yes	exact_match	LAJA-2-3-No	1
LAJA-3-2-Rh	LAJA	Rh	yes	exact_match	LAJA-3-2-Rh	1
LAJA-3-2-No	LAJA	No	yes	exact_match	LAJA-3-2-No	1
LAJA-3-2-Ro	LAJA	Ro	yes	exact_match	LAJA-3-2-Ro	1
LAJA-3-3-Rh	LAJA	Rh	yes	exact_match	LAJA-3-3-Rh	1
LAJA-3-3-Ro	LAJA	Ro	yes	exact_match	LAJA-3-3-Ro	1
LAJA-4-1-No	LAJA	No	yes	exact_match	LAJA-4-1-No	1
LAJA-3-3-No	LAJA	No	yes	exact_match	LAJA-3-3-No	1
LAJA-4-1-Ro	LAJA	Ro	yes	exact_match	LAJA-4-1-Ro	1
LAJA-4-1-Rh	LAJA	Rh	yes	exact_match	LAJA-4-1-Rh	1
LAJA-5-1-Rh	LAJA	Rh	yes	exact_match	LAJA-5-1-Rh	1
LAJA-5-1-Ro	LAJA	Ro	yes	exact_match	LAJA-5-1-Ro	1
LAJA-6-1-No	LAJA	No	yes	exact_match	LAJA-6-1-No	1
