gene	tree_set	tree_set_label	label_type	label_type_report	phylocom_status	p_mpd_cluster	p_mntd_cluster	ntaxa_matches_expected	plot	ntaxa	mpd	mpd_rnd	mpd_sd	nri	mpd_ranklow	mpd_rankhi	mntd	mntd_rnd	mntd_sd	nti	mntd_ranklo	mntd_rankhi	runs	label_value	expected_ntaxa	fdr_mpd	fdr_mntd	interpretation	mpd_random	mntd_random
nifK	iupac	Mixed-IUPAC	host_tribe	Host tribe	ok	0.003	0.018	TRUE	host_tribe_sophoreae	9	0.1993	0.325	0.0442	2.8477	997	2	0.0871	0.1521	0.0343	1.8954	982	17	999	Sophoreae	9	0.013080000000000001	0.0503076923076923	significant clustering by MPD	NA	NA
nifK	iupac	Mixed-IUPAC	host_tribe	Host tribe	ok	0.001	0.001	TRUE	host_tribe_trifolieae	98	0.1626	0.3243	0.0119	13.6073	999	0	0.029	0.0622	0.0043	7.8036	999	0	999	Trifolieae	98	0.005736842105263157	0.004541666666666667	significant clustering by MPD	NA	NA
nifK	iupac	Mixed-IUPAC	native_status	Native status	ok	0.488	0.052	TRUE	native_status_0	7	0.3287	0.331	0.0504	0.0449	512	487	0.0991	0.1662	0.0424	1.5826	948	51	999	0	7	0.7847058823529411	0.19933333333333333	not significant / weak evidence	NA	NA
nifK	iupac	Mixed-IUPAC	native_status	Native status	ok	0.001	0.001	TRUE	native_status_no	223	0.3011	0.33	0.007	4.1071	999	0	0.0376	0.0474	0.0022	4.5333	999	0	999	no	223	0.00575	0.0115	significant clustering by MPD	NA	NA
nifK	iupac	Mixed-IUPAC	native_status	Native status	ok	0.005	0.952	TRUE	native_status_yes	817	0.317	0.3222	0.002	2.5672	995	4	0.0326	0.0319	5e-4	-1.6492	48	951	999	yes	817	0.023	0.952	significant clustering by MPD	NA	NA
nifK	iupac	Mixed-IUPAC	closest_blast_genus	Closest BLAST genus	ok	0.001	0.001	TRUE	closest_blast_genus_mesorhizobium	382	0.2273	0.3302	0.0048	21.3179	999	0	0.032	0.0401	0.0013	5.9903	999	0	999	Mesorhizobium	382	0.002230769230769231	0.002230769230769231	significant clustering by MPD	NA	NA
nifK	iupac	Mixed-IUPAC	closest_blast_genus	Closest BLAST genus	ok	0.001	0.001	TRUE	closest_blast_genus_microvirga	176	0.1966	0.3223	0.009	14.0182	999	0	0.0403	0.0505	0.0028	3.7127	999	0	999	Microvirga	176	0.002230769230769231	0.002230769230769231	significant clustering by MPD	NA	NA
nifK	iupac	Mixed-IUPAC	closest_blast_genus	Closest BLAST genus	ok	1	0.001	TRUE	closest_blast_genus_rhizobium	140	0.4668	0.322	0.0103	-14.1065	0	999	0.0383	0.0547	0.0031	5.2246	999	0	999	Rhizobium	140	1	0.002230769230769231	significant clustering by MNTD	NA	NA
nifK	iupac	Mixed-IUPAC	closest_blast_genus	Closest BLAST genus	ok	0.001	0.019	TRUE	closest_blast_genus_sinorhizobium	354	0.2348	0.3242	0.0055	16.2525	999	0	0.0381	0.0411	0.0014	2.1218	981	18	999	Sinorhizobium	354	0.002230769230769231	0.03673333333333333	significant clustering by MPD	NA	NA
nifJ	strict	Strict single-dominant	sample_type	Sample type	ok	0.998	0.256	TRUE	sample_type_nodule	115	0.0691	0.0569	0.0045	-2.6909	2	997	0.0088	0.0095	0.0011	0.646	744	255	999	nodule	115	1	0.5907692307692307	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	sample_type	Sample type	ok	0.034	0.138	TRUE	sample_type_rhizosphere	27	0.0281	0.0542	0.0147	1.7786	966	33	0.0122	0.0185	0.0056	1.1267	862	137	999	rhizosphere	27	0.1457142857142857	0.38999999999999996	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	sample_type	Sample type	ok	0.027	0.223	TRUE	sample_type_root	37	0.032	0.0546	0.0119	1.9103	973	26	0.0133	0.0165	0.004	0.7816	777	222	999	root	37	0.135	0.5575	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	site	Site	ok	0.003	0.005	TRUE	site_bona	25	0.0143	0.0652	0.0156	3.2665	997	2	0.0064	0.0216	0.0061	2.5063	995	4	999	BONA	25	0.013	0.025	significant clustering by MPD	NA	NA
nifJ	strict	Strict single-dominant	site	Site	ok	0.001	0.003	TRUE	site_deju	51	0.0151	0.056	0.0092	4.4403	999	0	0.006	0.0147	0.0029	2.9634	997	2	999	DEJU	51	0.005909090909090909	0.016956521739130436	significant clustering by MPD	NA	NA
nifJ	strict	Strict single-dominant	site	Site	ok	0.85	0.651	TRUE	site_dsny	7	0.0877	0.0553	0.03	-1.0807	150	849	0.0314	0.0268	0.0155	-0.2976	349	650	999	DSNY	7	0.9906896551724137	0.8216504854368933	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	site	Site	ok	0.884	0.211	TRUE	site_harv	5	0.0998	0.0545	0.0351	-1.2901	116	883	0.011	0.0281	0.0196	0.8672	789	210	999	HARV	5	0.9906896551724137	0.40338235294117647	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	site	Site	ok	0.046	0.007	TRUE	site_heal	23	0.031	0.0554	0.015	1.6208	954	45	0.0068	0.0204	0.0063	2.1445	993	6	999	HEAL	23	0.11725490196078431	0.03033333333333333	significant clustering by MNTD	NA	NA
nifJ	strict	Strict single-dominant	site	Site	ok	0.884	0.912	TRUE	site_jerc	5	0.1049	0.0573	0.0365	-1.3021	116	883	0.0597	0.0296	0.0205	-1.4704	88	911	999	JERC	5	0.9906896551724137	0.935390625	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	site	Site	ok	0.958	0.984	TRUE	site_ornl	6	0.1146	0.0548	0.0323	-1.853	42	957	0.0699	0.0272	0.0172	-2.4879	16	983	999	ORNL	6	1	0.984	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	site	Site	ok	0.357	0.076	TRUE	site_osbs	13	0.0464	0.0561	0.0219	0.4431	643	356	0.0098	0.0239	0.0103	1.3636	924	75	999	OSBS	13	0.53625	0.18641509433962264	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	site	Site	ok	0.992	0.896	TRUE	site_tall	22	0.0984	0.0565	0.0171	-2.4475	8	991	0.0302	0.0206	0.0071	-1.3435	104	895	999	TALL	22	1	0.935390625	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	state	State	ok	0.99	0.441	TRUE	state_al	25	0.1044	0.0672	0.0154	-2.4204	10	989	0.0214	0.0223	0.0059	0.1576	559	440	999	AL	25	1	0.6681159420289855	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	state	State	ok	0.001	0.001	TRUE	state_alaska	92	0.0203	0.0577	0.0056	6.6485	999	0	0.0045	0.0111	0.0015	4.3001	999	0	999	Alaska	92	0.00625	0.008333333333333335	significant clustering by MPD	NA	NA
nifJ	strict	Strict single-dominant	state	State	ok	0.32	0.065	TRUE	state_fl	13	0.0464	0.0584	0.0221	0.5439	680	319	0.0098	0.0247	0.0103	1.4468	935	64	999	FL	13	0.5245901639344263	0.19696969696969696	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	state	State	ok	0.854	0.662	TRUE	state_florida	6	0.0968	0.0576	0.0344	-1.1395	146	853	0.0347	0.0288	0.0182	-0.3268	338	661	999	Florida	6	0.9941860465116279	0.8710526315789475	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	state	State	ok	0.893	0.923	TRUE	state_georgia	5	0.1049	0.0575	0.0369	-1.2861	107	892	0.0597	0.0296	0.0205	-1.4646	77	922	999	Georgia	5	1	0.9577319587628865	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	state	State	ok	0.827	0.163	TRUE	state_ma	5	0.0998	0.0616	0.0374	-1.023	173	826	0.011	0.0322	0.0211	1.0056	837	162	999	MA	5	0.9941860465116279	0.3704545454545455	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	state	State	ok	0.098	0.121	TRUE	state_p_r	6	0.0121	0.0588	0.0336	1.3903	902	97	0.0073	0.0294	0.0178	1.2388	879	120	999	P.R	6	0.2177777777777778	0.31	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	state	State	ok	0.935	0.975	TRUE	state_tn	6	0.1146	0.06	0.0339	-1.6113	65	934	0.0699	0.03	0.0182	-2.1983	25	974	999	TN	6	1	0.975	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	host_genus	Host genus	ok	0.001	0.002	TRUE	host_genus_alnus	110	0.0301	0.0558	0.0039	6.6148	999	0	0.0057	0.0097	0.0012	3.4024	998	1	999	Alnus	110	0.005833333333333333	0.011666666666666665	significant clustering by MPD	NA	NA
nifJ	strict	Strict single-dominant	host_genus	Host genus	ok	0.18	0.202	TRUE	host_genus_desmodium	5	0.0133	0.0532	0.0359	1.1075	820	179	0.0083	0.0272	0.0195	0.9698	798	201	999	Desmodium	5	0.31111111111111106	0.42208955223880595	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	host_genus	Host genus	ok	0.987	0.993	TRUE	host_genus_elaeagnus	9	0.1153	0.0524	0.0264	-2.3824	13	986	0.0597	0.0235	0.0126	-2.8583	7	992	999	Elaeagnus	9	1	0.993	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	host_genus	Host genus	ok	0.081	0.051	TRUE	host_genus_lupinus	6	0.0064	0.0546	0.0327	1.4766	919	80	0.0023	0.0267	0.017	1.4355	949	50	999	Lupinus	6	0.19220338983050847	0.15866666666666665	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	host_genus	Host genus	ok	0.984	0.404	TRUE	host_genus_morella	23	0.0878	0.0549	0.0154	-2.1353	16	983	0.0168	0.0185	0.0056	0.3021	596	403	999	Morella	23	1	0.6017021276595744	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.951	0.583	TRUE	host_tribe_actinorhizal	149	0.0622	0.0589	0.0022	-1.5133	49	950	0.0086	0.0085	5e-4	-0.3472	417	582	999	actinorhizal	149	0.9928021978021978	0.7993571428571429	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.091	0.11	TRUE	host_tribe_desmodieae	7	0.0186	0.0596	0.0305	1.3415	909	90	0.0096	0.0288	0.0158	1.2139	890	109	999	Desmodieae	7	0.2247560975609756	0.3129411764705882	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.053	0.037	TRUE	host_tribe_genisteae	6	0.0064	0.0601	0.0335	1.6034	947	52	0.0023	0.0297	0.0176	1.5591	963	36	999	Genisteae	6	0.15200000000000002	0.14059999999999997	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	host_tribe	Host tribe	ok	0.652	0.641	TRUE	host_tribe_phaseoleae	5	0.0695	0.0575	0.0377	-0.3157	348	651	0.0357	0.0297	0.0206	-0.2912	359	640	999	Phaseoleae	5	0.8347333333333333	0.8119333333333333	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	native_status	Native status	ok	0.983	0.852	TRUE	native_status_no	11	0.1216	0.0649	0.0254	-2.2293	17	982	0.0414	0.0279	0.0121	-1.114	148	851	999	no	11	1	0.9568421052631578	not significant / weak evidence	NA	NA
nifJ	strict	Strict single-dominant	native_status	Native status	ok	0.001	0.001	TRUE	native_status_yes	167	0.0464	0.0553	0.0017	5.1289	999	0	0.006	0.0078	4e-4	4.0916	999	0	999	yes	167	0.004	0.01	significant clustering by MPD	NA	NA
nifJ	strict	Strict single-dominant	closest_blast_genus	Closest BLAST genus	ok	0.988	1	TRUE	closest_blast_genus_candidatus	181	0.0555	0.0555	0	-2.3285	12	987	0.0075	0.0075	0	0.9995	999	999	999	Candidatus	181	1	1	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	sample_type	Sample type	ok	0.999	0.001	TRUE	sample_type_nodule	157	0.0794	0.0655	0.0044	-3.1826	1	998	0.0084	0.0117	0.0011	3.1147	999	0	999	nodule	157	1	0.015	significant clustering by MNTD	NA	NA
nifJ	iupac	Mixed-IUPAC	sample_type	Sample type	ok	0.07	0.891	TRUE	sample_type_rhizosphere	94	0.0511	0.0617	0.007	1.5168	930	69	0.0162	0.0139	0.0018	-1.2519	109	890	999	rhizosphere	94	0.21000000000000002	1	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	sample_type	Sample type	ok	0.01	0.351	TRUE	sample_type_root	72	0.0441	0.0634	0.0081	2.3753	990	9	0.015	0.0159	0.0023	0.3929	649	350	999	root	72	0.05	0.7521428571428571	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_bona	36	0.0183	0.0725	0.0121	4.4807	999	0	0.0082	0.0223	0.0044	3.1956	999	0	999	BONA	36	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_deju	70	0.0164	0.067	0.0079	6.3752	999	0	0.006	0.0166	0.0024	4.4381	999	0	999	DEJU	70	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.475	0.419	TRUE	site_dela	9	0.0598	0.0633	0.0254	0.136	525	474	0.0258	0.0295	0.0125	0.2947	581	418	999	DELA	9	0.7145299145299144	0.5586666666666666	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.782	0.291	TRUE	site_dsny	12	0.078	0.0616	0.0218	-0.7509	218	781	0.0211	0.0269	0.0099	0.5868	709	290	999	DSNY	12	0.9901582733812949	0.4303865546218487	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.861	0.089	TRUE	site_harv	8	0.0951	0.0636	0.0276	-1.1414	139	860	0.0129	0.0302	0.0137	1.2563	911	88	999	HARV	8	1	0.176	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.006	0.004	TRUE	site_heal	38	0.0341	0.0625	0.0116	2.4476	994	5	0.0092	0.0199	0.0043	2.4635	996	3	999	HEAL	38	0.020705882352941178	0.013803921568627453	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.946	0.538	TRUE	site_jerc	15	0.0943	0.0621	0.0192	-1.674	54	945	0.0261	0.0257	0.0086	-0.0545	462	537	999	JERC	15	1	0.6812086330935252	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.012	0.018	TRUE	site_laja	9	0.0129	0.063	0.0255	1.962	988	11	0.0067	0.0291	0.0124	1.8068	982	17	999	LAJA	9	0.03641379310344828	0.047999999999999994	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.916	0.809	TRUE	site_mlbs	6	0.104	0.0603	0.0301	-1.4523	84	915	0.0434	0.0306	0.0163	-0.7792	191	808	999	MLBS	6	1	0.864	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.682	0.832	TRUE	site_oaes	5	0.0752	0.0625	0.036	-0.3522	318	681	0.0516	0.0331	0.0203	-0.9084	168	831	999	OAES	5	0.8970746268656717	0.8768383233532935	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.995	0.804	TRUE	site_ornl	18	0.1143	0.0627	0.0183	-2.8152	5	994	0.0311	0.0247	0.0077	-0.8246	196	803	999	ORNL	18	1	0.864	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.449	0.192	TRUE	site_osbs	17	0.0601	0.0625	0.0183	0.1325	551	448	0.0172	0.0245	0.0079	0.9217	808	191	999	OSBS	17	0.6871652173913044	0.32182857142857146	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.895	0.677	TRUE	site_serc	5	0.1104	0.065	0.0354	-1.2855	105	894	0.0415	0.0345	0.02	-0.3504	323	676	999	SERC	5	1	0.7868235294117647	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.999	0.553	TRUE	site_tall	53	0.0917	0.064	0.0099	-2.8036	1	998	0.018	0.0177	0.003	-0.1091	447	552	999	TALL	53	1	0.6952	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	site	Site	ok	0.001	0.001	TRUE	site_unde	6	0.0015	0.0672	0.0332	1.9816	999	0	5e-4	0.0341	0.0172	1.9453	999	0	999	UNDE	6	0.004756756756756757	0.004292682926829269	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.996	0.484	TRUE	state_al	65	0.0924	0.0726	0.0082	-2.4143	4	995	0.0176	0.0178	0.0026	0.0767	516	483	999	AL	65	1	0.6627272727272726	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.001	0.001	TRUE	state_alaska	135	0.0232	0.065	0.0049	8.4814	999	0	0.0061	0.0124	0.0012	5.1021	999	0	999	Alaska	135	0.0044444444444444444	0.0048	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.412	0.158	TRUE	state_fl	17	0.0601	0.0649	0.0186	0.2614	588	411	0.0172	0.0257	0.0081	1.0329	842	157	999	FL	17	0.6772602739726027	0.2916923076923077	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.787	0.296	TRUE	state_florida	11	0.0817	0.0643	0.0233	-0.7459	213	786	0.0218	0.0284	0.0109	0.6045	704	295	999	Florida	11	0.9736082474226805	0.46736842105263154	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.915	0.483	TRUE	state_georgia	15	0.0943	0.0661	0.0202	-1.3957	85	914	0.0261	0.0269	0.0089	0.0916	517	482	999	Georgia	15	1	0.6627272727272726	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.864	0.059	TRUE	state_ma	8	0.0951	0.0653	0.027	-1.106	136	863	0.0129	0.031	0.013	1.3869	941	58	999	MA	8	1	0.118	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.892	0.672	TRUE	state_md	5	0.1104	0.0651	0.0353	-1.2833	108	891	0.0415	0.0348	0.02	-0.3351	328	671	999	MD	5	1	0.7952941176470589	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.001	0.001	TRUE	state_mi	6	0.0015	0.0662	0.0321	2.0156	999	0	5e-4	0.0337	0.0169	1.959	999	0	999	MI	6	0.0044444444444444444	0.0048	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.625	0.808	TRUE	state_ok	5	0.0752	0.0662	0.0353	-0.2545	375	624	0.0516	0.0356	0.02	-0.8012	192	807	999	OK	5	0.8912359550561798	0.8505263157894737	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.007	0.011	TRUE	state_p_r	11	0.0155	0.0656	0.0226	2.2123	993	6	0.0077	0.0289	0.0104	2.0236	989	10	999	P.R	11	0.024705882352941175	0.03219512195121951	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.996	0.768	TRUE	state_tn	18	0.1143	0.0659	0.0175	-2.7609	4	995	0.0311	0.0256	0.0073	-0.7448	232	767	999	TN	18	1	0.8378181818181818	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	state	State	ok	0.759	0.554	TRUE	state_va	9	0.0833	0.0666	0.0251	-0.6641	241	758	0.0315	0.0306	0.0122	-0.071	446	553	999	VA	9	0.94875	0.7305494505494506	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	host_genus	Host genus	ok	0.001	0.001	TRUE	host_genus_alnus	169	0.0401	0.0649	0.0037	6.6301	999	0	0.0073	0.0112	9e-4	4.2422	999	0	999	Alnus	169	0.006821428571428571	0.004547619047619048	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	host_genus	Host genus	ok	0.946	0.687	TRUE	host_genus_ceanothus	12	0.0979	0.0625	0.0211	-1.6813	54	945	0.0309	0.0267	0.0096	-0.4314	313	686	999	Ceanothus	12	0.9993204419889503	0.7810535714285715	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	host_genus	Host genus	ok	0.105	0.129	TRUE	host_genus_desmodium	15	0.0374	0.0605	0.019	1.2182	895	104	0.0156	0.0245	0.0082	1.0899	871	128	999	Desmodium	15	0.20854081632653063	0.2324433962264151	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	host_genus	Host genus	ok	1	0.826	TRUE	host_genus_elaeagnus	30	0.114	0.0617	0.0132	-3.9537	0	999	0.0247	0.0203	0.0048	-0.9389	174	825	999	Elaeagnus	30	1	0.8764777777777777	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	host_genus	Host genus	ok	0.433	0.151	TRUE	host_genus_lespedeza	5	0.0537	0.064	0.034	0.3056	567	432	0.0151	0.0338	0.0189	0.9892	849	150	999	Lespedeza	5	0.6036715328467153	0.26954205607476633	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	host_genus	Host genus	ok	0.001	0.003	TRUE	host_genus_lupinus	8	0.0059	0.0628	0.027	2.1067	999	0	0.003	0.0293	0.0133	1.9822	997	2	999	Lupinus	8	0.006821428571428571	0.012191489361702128	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	host_genus	Host genus	ok	0.89	0.626	TRUE	host_genus_morella	44	0.0763	0.0635	0.0105	-1.2142	110	889	0.0193	0.0183	0.0035	-0.299	374	625	999	Morella	44	0.988313953488372	0.7237289156626506	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	host_genus	Host genus	ok	0.062	0.071	TRUE	host_genus_rhynchosia	6	0.0166	0.0646	0.0317	1.5176	938	61	0.0096	0.0326	0.017	1.3508	929	70	999	Rhynchosia	6	0.14441463414634145	0.1398041237113402	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	host_tribe	Host tribe	ok	0.991	0.371	TRUE	host_tribe_actinorhizal	261	0.0701	0.0663	0.0018	-2.1166	9	990	0.0091	0.0092	4e-4	0.3014	629	370	999	actinorhizal	261	1	0.5777	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	host_tribe	Host tribe	ok	0.067	0.039	TRUE	host_tribe_desmodieae	21	0.0399	0.0658	0.0174	1.4881	933	66	0.0121	0.0246	0.0071	1.781	961	38	999	Desmodieae	21	0.15538297872340426	0.08675510204081632	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	host_tribe	Host tribe	ok	0.002	0.003	TRUE	host_tribe_genisteae	8	0.0059	0.0658	0.0281	2.1366	998	1	0.003	0.0308	0.0138	2.0172	997	2	999	Genisteae	8	0.009909090909090909	0.011275862068965518	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	host_tribe	Host tribe	ok	0.343	0.436	TRUE	host_tribe_phaseoleae	8	0.0525	0.0657	0.0289	0.4574	657	342	0.0276	0.0309	0.0144	0.2312	564	435	999	Phaseoleae	8	0.5121506849315068	0.6253157894736842	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	native_status	Native status	ok	0.998	0.436	TRUE	native_status_no	37	0.1073	0.0705	0.0121	-3.0436	2	997	0.0211	0.0217	0.0042	0.1462	564	435	999	no	37	1	0.6685333333333334	not significant / weak evidence	NA	NA
nifJ	iupac	Mixed-IUPAC	native_status	Native status	ok	0.001	0.063	TRUE	native_status_yes	285	0.0555	0.0631	0.0016	4.7425	999	0	0.0083	0.0088	3e-4	1.5715	937	62	999	yes	285	0.00575	0.207	significant clustering by MPD	NA	NA
nifJ	iupac	Mixed-IUPAC	closest_blast_genus	Closest BLAST genus	ok	0.989	1	TRUE	closest_blast_genus_candidatus	325	0.0636	0.0636	0	-2.1559	11	988	0.0085	0.0085	0	-0.9995	999	999	999	Candidatus	325	1	1	not significant / weak evidence	NA	NA
nodL	strict	Strict single-dominant	sample_type	Sample type	ok	1	0.983	TRUE	sample_type_nodule	86	0.096	0.0617	0.0083	-4.1466	0	999	0.0106	0.0072	0.0015	-2.1917	17	982	999	nodule	86	1	1	not significant / weak evidence	NA	NA
nodL	strict	Strict single-dominant	sample_type	Sample type	ok	0.001	0.137	TRUE	sample_type_rhizosphere	71	0.0379	0.0693	0.0091	3.4446	999	0	0.0063	0.0083	0.0018	1.0856	863	136	999	rhizosphere	71	0.01	0.38999999999999996	significant clustering by MPD	NA	NA
nodL	strict	Strict single-dominant	sample_type	Sample type	ok	0.016	0.097	TRUE	sample_type_root	59	0.0501	0.0721	0.0106	2.0757	984	15	0.0066	0.0094	0.0022	1.2565	903	96	999	root	59	0.096	0.38999999999999996	not significant / weak evidence	NA	NA
nodL	strict	Strict single-dominant	site	Site	ok	0.008	0.055	TRUE	site_blan	8	0.0093	0.0569	0.0332	1.4316	992	7	0.0038	0.0232	0.0146	1.3311	945	54	999	BLAN	8	0.02810810810810811	0.14591836734693878	significant clustering by MPD	NA	NA
nodL	strict	Strict single-dominant	site	Site	ok	0.988	0.897	TRUE	site_clbj	7	0.144	0.0563	0.0369	-2.378	12	987	0.0456	0.0237	0.0168	-1.2996	103	896	999	CLBJ	7	1	0.935390625	not significant / weak evidence	NA	NA
nodL	strict	Strict single-dominant	site	Site	ok	0.001	0.002	TRUE	site_cper	12	0.0081	0.0592	0.0281	1.8221	999	0	0.0022	0.0198	0.0104	1.6921	998	1	999	CPER	12	0.005909090909090909	0.012380952380952381	significant clustering by MPD	NA	NA
nodL	strict	Strict single-dominant	site	Site	ok	0.158	0.459	TRUE	site_dcfs	18	0.0368	0.0605	0.0221	1.0747	842	157	0.0151	0.0163	0.0071	0.1705	541	458	999	DCFS	18	0.29768115942028983	0.6347872340425532	not significant / weak evidence	NA	NA
nodL	strict	Strict single-dominant	site	Site	ok	0.298	0.329	TRUE	site_dsny	5	0.0189	0.0616	0.0451	0.9452	702	297	0.0102	0.0293	0.0224	0.8551	671	328	999	DSNY	5	0.4724390243902439	0.5153012048192771	not significant / weak evidence	NA	NA
nodL	strict	Strict single-dominant	site	Site	ok	0.435	0.804	TRUE	site_jerc	16	0.0596	0.0639	0.0244	0.177	565	434	0.0248	0.0176	0.0082	-0.8825	196	803	999	JERC	16	0.6080645161290323	0.935390625	not significant / weak evidence	NA	NA
nodL	strict	Strict single-dominant	site	Site	ok	0.003	0.013	TRUE	site_nogp	17	0.0127	0.0644	0.0231	2.2371	997	2	0.0026	0.0171	0.0076	1.921	987	12	999	NOGP	17	0.013	0.048285714285714286	significant clustering by MPD	NA	NA
nodL	strict	Strict single-dominant	site	Site	ok	1	0.885	TRUE	site_oaes	48	0.1242	0.0698	0.0126	-4.3229	0	999	0.0125	0.0092	0.0027	-1.2264	115	884	999	OAES	48	1	0.935390625	not significant / weak evidence	NA	NA
nodL	strict	Strict single-dominant	site	Site	ok	0.413	0.543	TRUE	site_osbs	9	0.0622	0.0734	0.0334	0.3353	587	412	0.0264	0.026	0.0137	-0.0277	457	542	999	OSBS	9	0.5835869565217391	0.7130303030303031	not significant / weak evidence	NA	NA
nodL	strict	Strict single-dominant	site	Site	ok	0.086	0.033	TRUE	site_scbi	9	0.0197	0.0751	0.0335	1.6512	914	85	0.0041	0.0267	0.0138	1.6339	967	32	999	SCBI	9	0.18327868852459017	0.10725000000000001	not significant / weak evidence	NA	NA
