gene	tree_set	tree_set_label	label_type	phylocom_status	p_mpd_cluster	p_mntd_cluster	plot	ntaxa	mpd	mpd.rnd	mpd.sd	nri	mpd.ranklow	mpd.rankhi	mntd	mntd.rnd	mntd.sd	nti	mntd.ranklo	mntd.rankhi	runs	label_value	fdr_mpd	fdr_mntd	interpretation
nolF	strict	Strict single-dominant	host_genus	ok	0.438	0.751	host_genus_dalea	9	0.0061	0.0072	0.0044	0.2454	562	437	0.0022	0.0022	0.0023	0.004	249	750	999	Dalea	0.6132	0.8344444444444444	not significant / weak evidence
nolF	strict	Strict single-dominant	host_genus	ok	0.774	0.19	host_genus_desmodium	11	0.0071	0.0074	0.0042	0.083	226	773	0.001	0.0021	0.0022	0.4909	810	189	999	Desmodium	0.8840322580645162	0.40515151515151515	not significant / weak evidence
nolF	strict	Strict single-dominant	host_genus	ok	0.031	0.105	host_genus_dryas	6	0.0033	0.0071	0.0048	0.7938	969	30	0.0011	0.0028	0.0025	0.6395	895	104	999	Dryas	0.09644444444444444	0.2826923076923077	not significant / weak evidence
nolF	strict	Strict single-dominant	host_genus	ok	0.767	0.913	host_genus_elaeagnus	8	0.0072	0.0075	0.005	0.0504	233	766	0.0034	0.0025	0.0027	-0.3319	87	912	999	Elaeagnus	0.8840322580645162	0.9674626865671642	not significant / weak evidence
nolF	strict	Strict single-dominant	host_genus	ok	0.122	0.186	host_genus_lespedeza	11	0.0053	0.0075	0.0041	0.5152	878	121	9e-4	0.002	0.0021	0.5169	814	185	999	Lespedeza	0.244	0.40515151515151515	not significant / weak evidence
nolF	strict	Strict single-dominant	host_genus	ok	0.718	0.816	host_genus_medicago	49	0.0087	0.0073	0.0015	-0.887	282	717	0.0024	0.0012	8e-4	-1.507	184	815	999	Medicago	0.866551724137931	0.8925	not significant / weak evidence
nolF	strict	Strict single-dominant	host_genus	ok	0.739	0.626	host_genus_melilotus	30	0.0068	0.0072	0.002	0.1608	261	738	0.001	0.0013	0.001	0.2756	374	625	999	Melilotus	0.8752941176470589	0.775575221238938	not significant / weak evidence
nolF	strict	Strict single-dominant	host_genus	ok	0.151	0.244	host_genus_oxytropis	5	0.0048	0.0073	0.0058	0.4269	849	150	0.0019	0.0032	0.0031	0.3928	756	243	999	Oxytropis	0.27102564102564103	0.47444444444444445	not significant / weak evidence
nolF	strict	Strict single-dominant	host_tribe	ok	0.207	0.703	host_tribe_actinorhizal	26	0.006	0.0072	0.0022	0.5391	793	206	0.0011	0.0014	0.0012	0.2129	297	702	999	actinorhizal	0.3781730769230769	0.8562025316455696	not significant / weak evidence
nolF	strict	Strict single-dominant	host_tribe	ok	0.775	0.782	host_tribe_amorpheae	14	0.0071	0.0073	0.0033	0.0534	225	774	0.0017	0.0017	0.0017	2e-4	218	781	999	Amorpheae	0.9171604938271606	0.8968452380952381	not significant / weak evidence
nolF	strict	Strict single-dominant	host_tribe	ok	0.057	0.496	host_tribe_crotalarieae	6	0.004	0.0074	0.0054	0.6248	943	56	0.0023	0.0029	0.0029	0.188	504	495	999	Crotalarieae	0.15926470588235295	0.7853333333333333	not significant / weak evidence
nolF	strict	Strict single-dominant	host_tribe	ok	0.234	0.436	host_tribe_desmodieae	25	0.006	0.0073	0.0024	0.5215	766	233	0.001	0.0014	0.0012	0.405	564	435	999	Desmodieae	0.419433962264151	0.7141379310344828	not significant / weak evidence
nolF	strict	Strict single-dominant	host_tribe	ok	0.103	0.303	host_tribe_galegeae	31	0.0059	0.0072	0.002	0.6498	897	102	8e-4	0.0013	0.001	0.5082	697	302	999	Galegeae	0.2275581395348837	0.6257608695652174	not significant / weak evidence
nolF	strict	Strict single-dominant	host_tribe	ok	0.176	0.58	host_tribe_phaseoleae	6	0.0052	0.0075	0.0058	0.3983	824	175	0.0024	0.0029	0.0031	0.1374	420	579	999	Phaseoleae	0.3344	0.8035416666666666	not significant / weak evidence
nolF	strict	Strict single-dominant	host_tribe	ok	0.643	0.843	host_tribe_trifolieae	82	0.0082	0.0072	0.001	-0.9528	357	642	0.0016	0.001	5e-4	-1.25	157	842	999	Trifolieae	0.825472972972973	0.9205172413793105	not significant / weak evidence
nolF	strict	Strict single-dominant	native_status	ok	0.589	0.909	native_status_no	104	0.0078	0.0072	8e-4	-0.7483	411	588	0.0014	0.001	4e-4	-1.097	91	908	999	no	0.7999999999999999	0.9568421052631578	not significant / weak evidence
nolF	strict	Strict single-dominant	native_status	ok	0.443	0.338	native_status_yes	104	0.0066	0.0072	8e-4	0.7153	557	442	6e-4	9e-4	4e-4	0.8821	662	337	999	yes	0.74	0.6145454545454546	not significant / weak evidence
nolF	strict	Strict single-dominant	closest_blast_genus	ok	0.103	1	closest_blast_genus_sinorhizobium	208	0.0072	0.0072	0	1.3325	897	102	8e-4	8e-4	0	-0.9995	999	999	999	Sinorhizobium	0.167375	1	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	sample_type	ok	0.733	0.626	sample_type_nodule	70	0.0081	0.0075	6e-4	-0.9495	267	732	9e-4	6e-4	3e-4	-0.7747	374	625	999	nodule	0.9821739130434782	0.9143478260869565	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	sample_type	ok	0.666	0.685	sample_type_rhizosphere	64	0.0076	0.0075	6e-4	-0.057	334	665	6e-4	6e-4	3e-4	0.0844	315	684	999	rhizosphere	0.972857142857143	0.9143478260869565	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	sample_type	ok	0.196	0.109	sample_type_root	75	0.007	0.0075	6e-4	0.871	804	195	3e-4	6e-4	3e-4	0.9691	891	108	999	root	0.4523076923076923	0.29727272727272724	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	site	ok	0.09	0.491	site_blan	12	0.0061	0.0075	0.0018	0.7749	910	89	9e-4	0.0012	0.001	0.2798	509	490	999	BLAN	0.2112	0.6262028985507245	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	site	ok	0.329	0.021	site_clbj	5	0.0066	0.0075	0.0032	0.2569	671	328	4e-4	0.0026	0.0019	1.1794	979	20	999	CLBJ	0.5264000000000001	0.056	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	site	ok	0.079	0.456	site_cper	13	0.006	0.0075	0.0019	0.8189	921	78	9e-4	0.0011	0.001	0.2728	544	455	999	CPER	0.1878918918918919	0.594488888888889	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	site	ok	0.006	0.739	site_dcfs	20	0.0051	0.0076	0.0016	1.5672	994	5	0.001	0.001	8e-4	0.0249	261	738	999	DCFS	0.019924528301886794	0.8337435897435898	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	site	ok	0.018	0.803	site_dsny	8	0.0041	0.0076	0.0024	1.4308	982	17	0.002	0.0016	0.0013	-0.3037	197	802	999	DSNY	0.05028571428571428	0.8735999999999999	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	site	ok	0.273	0.611	site_jerc	10	0.0068	0.0076	0.0021	0.4146	727	272	0.0013	0.0013	0.0011	0.0801	389	610	999	JERC	0.479686274509804	0.7339319727891156	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	site	ok	0.938	0.956	site_nogp	18	0.0112	0.0075	0.0014	-2.6841	62	937	0.003	9e-4	7e-4	-2.9345	44	955	999	NOGP	1	0.9614628571428572	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	site	ok	0.003	0.349	site_oaes	39	0.006	0.0075	9e-4	1.6379	997	2	5e-4	7e-4	5e-4	0.5429	651	348	999	OAES	0.012	0.49139199999999994	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	site	ok	0.678	0.044	site_osbs	6	0.0079	0.0073	0.0023	-0.2549	322	677	5e-4	0.002	0.0013	1.1478	956	43	999	OSBS	0.8985263157894737	0.09928205128205128	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	site	ok	0.001	0.001	site_scbi	9	9e-4	0.0076	0.0024	2.7869	999	0	0	0.0015	0.0012	1.2149	999	0	999	SCBI	0.0046315789473684215	0.004292682926829269	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	site	ok	0.256	0.115	site_tall	9	0.0067	0.0075	0.0021	0.4087	744	255	6e-4	0.0014	0.0011	0.7239	885	114	999	TALL	0.46449484536082475	0.208659793814433	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	site	ok	0.008	0.362	site_tool	7	0.0029	0.0076	0.0025	1.9079	992	7	0.0012	0.0017	0.0014	0.4028	638	361	999	TOOL	0.024275862068965516	0.49525581395348833	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	site	ok	0.001	0.112	site_wood	30	0.0054	0.0076	0.0011	1.9612	999	0	4e-4	8e-4	6e-4	0.7926	888	111	999	WOOD	0.0046315789473684215	0.208659793814433	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	state	ok	0.656	0.383	state_al	12	0.0075	0.0076	0.0021	0.0571	344	655	9e-4	0.0013	0.0011	0.3859	617	382	999	AL	0.8844943820224719	0.5604878048780487	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	state	ok	0.031	0.817	state_alaska	10	0.0049	0.0075	0.0022	1.1866	969	30	0.0018	0.0014	0.0011	-0.2933	183	816	999	Alaska	0.08651162790697675	0.8525217391304347	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	state	ok	0.272	0.78	state_co	18	0.0067	0.0075	0.0015	0.4799	728	271	0.0011	0.001	8e-4	-0.07	220	779	999	CO	0.5076923076923078	0.84	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	state	ok	0.021	0.784	state_florida	8	0.0041	0.0076	0.0026	1.3131	979	20	0.002	0.0017	0.0014	-0.2091	216	783	999	Florida	0.06461538461538462	0.84	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	state	ok	0.333	0.447	state_georgia	8	0.0068	0.0076	0.0025	0.3199	667	332	0.0013	0.0017	0.0014	0.2974	553	446	999	Georgia	0.56	0.6310588235294118	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	state	ok	0.72	0.807	state_nd	68	0.0081	0.0075	6e-4	-0.9522	280	719	0.001	6e-4	3e-4	-1.2585	193	806	999	ND	0.9456521739130435	0.8494736842105263	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	state	ok	0.003	0.262	state_ok	39	0.006	0.0076	9e-4	1.6632	997	2	5e-4	8e-4	5e-4	0.6322	738	261	999	OK	0.011612903225806452	0.4248648648648649	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	state	ok	0.309	0.02	state_tx	5	0.0066	0.0076	0.003	0.3028	691	308	4e-4	0.0026	0.0018	1.2331	980	19	999	TX	0.5373913043478261	0.052173913043478265	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	state	ok	0.001	0.146	state_va	21	0.0041	0.0075	0.0013	2.71	999	0	5e-4	9e-4	6e-4	0.7032	854	145	999	VA	0.005	0.26953846153846156	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.178	0.795	host_genus_alnus	6	0.0059	0.0075	0.003	0.552	822	177	0.0028	0.0021	0.0017	-0.3669	205	794	999	Alnus	0.30628828828828825	0.8541348314606743	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.851	0.904	host_genus_amorpha	5	0.0089	0.0074	0.0035	-0.4295	149	850	0.0041	0.0026	0.002	-0.765	96	903	999	Amorpha	0.9732994011976048	0.9233368983957221	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.001	0.458	host_genus_astragalus	26	0.0049	0.0075	0.0013	1.9292	999	0	6e-4	9e-4	7e-4	0.3988	542	457	999	Astragalus	0.006366666666666666	0.6101388888888889	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.113	0.758	host_genus_crotalaria	6	0.0053	0.0076	0.0033	0.6984	887	112	0.0026	0.0022	0.0018	-0.226	242	757	999	Crotalaria	0.21801010101010102	0.8368670520231214	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.406	0.549	host_genus_dalea	9	0.0069	0.0075	0.0024	0.25	594	405	0.0013	0.0015	0.0012	0.1827	451	548	999	Dalea	0.5744148148148148	0.6898618421052632	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.757	0.301	host_genus_desmodium	11	0.0078	0.0075	0.0021	-0.1473	243	756	8e-4	0.0013	0.0011	0.4376	699	300	999	Desmodium	0.8913333333333333	0.4562777777777777	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.036	0.402	host_genus_dryas	6	0.0038	0.0075	0.0028	1.3142	964	35	0.0016	0.0021	0.0015	0.362	598	401	999	Dryas	0.09822857142857143	0.557884892086331	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.923	0.738	host_genus_elaeagnus	8	0.009	0.0076	0.0025	-0.5567	77	922	0.0019	0.0017	0.0013	-0.1621	262	737	999	Elaeagnus	1	0.8206337209302326	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.038	0.198	host_genus_lespedeza	11	0.0054	0.0075	0.0019	1.0976	962	37	7e-4	0.0013	0.001	0.6064	802	197	999	Lespedeza	0.10222535211267605	0.3305130434782609	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.737	0.82	host_genus_medicago	50	0.0079	0.0075	8e-4	-0.4989	263	736	0.0013	7e-4	4e-4	-1.4979	180	819	999	Medicago	0.8853270440251572	0.8701111111111111	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.77	0.568	host_genus_melilotus	30	0.0076	0.0075	0.0011	-0.1077	230	769	6e-4	8e-4	5e-4	0.2705	432	567	999	Melilotus	0.8913333333333333	0.6954358974358974	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_genus	ok	0.157	0.603	host_genus_oxytropis	5	0.0056	0.0076	0.0034	0.5791	843	156	0.0027	0.0026	0.0019	-0.0445	397	602	999	Oxytropis	0.2828962264150943	0.71983125	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_tribe	ok	0.542	0.654	host_tribe_actinorhizal	26	0.0072	0.0075	0.0013	0.2357	458	541	7e-4	9e-4	6e-4	0.1779	346	653	999	actinorhizal	0.7117831325301205	0.8009662921348316	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_tribe	ok	0.704	0.864	host_tribe_amorpheae	14	0.0076	0.0076	0.0019	-0.0052	296	703	0.0015	0.0012	0.001	-0.3443	136	863	999	Amorpheae	0.8077473684210525	0.9143300970873786	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_tribe	ok	0.105	0.772	host_tribe_crotalarieae	6	0.0053	0.0076	0.003	0.7736	895	104	0.0026	0.0022	0.0017	-0.2948	228	771	999	Crotalarieae	0.21194444444444444	0.88221875	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_tribe	ok	0.072	0.38	host_tribe_desmodieae	25	0.0064	0.0075	0.0012	0.9335	928	71	6e-4	9e-4	6e-4	0.438	620	379	999	Desmodieae	0.16016326530612243	0.5752777777777778	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_tribe	ok	0.009	0.222	host_tribe_galegeae	31	0.0061	0.0075	0.001	1.4344	991	8	5e-4	8e-4	5e-4	0.6099	778	221	999	Galegeae	0.029727272727272727	0.3722769230769231	significant clustering by MPD
nolF	iupac	Mixed-IUPAC	host_tribe	ok	0.05	0.54	host_tribe_phaseoleae	6	0.0044	0.0074	0.0026	1.14	950	49	0.0019	0.0021	0.0015	0.0996	460	539	999	Phaseoleae	0.12595555555555554	0.7129882352941178	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	host_tribe	ok	0.608	0.772	host_tribe_trifolieae	83	0.0079	0.0076	5e-4	-0.5792	392	607	9e-4	6e-4	3e-4	-1.1332	228	771	999	Trifolieae	0.7387777777777778	0.88221875	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	native_status	ok	0.66	0.783	native_status_no	105	0.0078	0.0075	4e-4	-0.7558	340	659	7e-4	5e-4	2e-4	-1.0289	217	782	999	no	0.8433333333333333	0.8575714285714287	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	native_status	ok	0.285	0.138	native_status_yes	104	0.0072	0.0076	4e-4	0.8625	715	284	3e-4	5e-4	2e-4	1.1397	862	137	999	yes	0.5959090909090908	0.3174	not significant / weak evidence
nolF	iupac	Mixed-IUPAC	closest_blast_genus	ok	0.126	1	closest_blast_genus_sinorhizobium	209	0.0075	0.0075	0	1.1586	874	125	4e-4	4e-4	0	-0.9995	999	999	999	Sinorhizobium	0.19231578947368422	1	not significant / weak evidence
noeA	strict	Strict single-dominant	sample_type	ok	0.616	0.571	sample_type_nodule	67	0.0048	0.0047	4e-4	-0.2575	384	615	7e-4	7e-4	2e-4	-0.0814	429	570	999	nodule	0.9463636363636362	0.8564999999999999	not significant / weak evidence
noeA	strict	Strict single-dominant	sample_type	ok	0.834	0.773	sample_type_rhizosphere	61	0.0054	0.0049	4e-4	-1.0278	166	833	9e-4	7e-4	2e-4	-0.8798	227	772	999	rhizosphere	1	0.9276	not significant / weak evidence
noeA	strict	Strict single-dominant	sample_type	ok	0.075	0.032	sample_type_root	65	0.0043	0.0049	4e-4	1.3914	925	74	4e-4	7e-4	2e-4	1.6302	968	31	999	root	0.28125	0.192	not significant / weak evidence
noeA	strict	Strict single-dominant	site	ok	0.013	0.108	site_blan	10	0.0026	0.0046	0.0012	1.6088	987	12	8e-4	0.0016	8e-4	1.0865	892	107	999	BLAN	0.03930232558139535	0.2507142857142857	significant clustering by MPD
noeA	strict	Strict single-dominant	site	ok	0.072	0.213	site_clbj	6	0.0029	0.0046	0.0016	1.0808	928	71	0.0013	0.0021	0.0011	0.7894	787	212	999	CLBJ	0.16421052631578947	0.39	not significant / weak evidence
noeA	strict	Strict single-dominant	site	ok	0.005	0.02	site_cper	11	0.0025	0.0047	0.0013	1.8087	995	4	5e-4	0.0016	7e-4	1.4833	980	19	999	CPER	0.018571428571428572	0.07027027027027027	significant clustering by MPD
noeA	strict	Strict single-dominant	site	ok	0.942	0.941	site_dcfs	20	0.0065	0.0048	9e-4	-1.8838	58	941	0.002	0.0012	4e-4	-1.8646	59	940	999	DCFS	1	0.9482945736434109	not significant / weak evidence
noeA	strict	Strict single-dominant	site	ok	0.072	0.051	site_dsny	7	0.003	0.0049	0.0017	1.1289	928	71	7e-4	0.0022	0.0011	1.3853	949	50	999	DSNY	0.16421052631578947	0.15068181818181817	not significant / weak evidence
noeA	strict	Strict single-dominant	site	ok	0.177	0.027	site_jerc	7	0.0034	0.0048	0.0017	0.8437	823	176	6e-4	0.0021	0.001	1.5249	973	26	999	JERC	0.31958333333333333	0.09	not significant / weak evidence
noeA	strict	Strict single-dominant	site	ok	0.907	0.875	site_nogp	18	0.0063	0.0049	9e-4	-1.4636	93	906	0.0019	0.0013	5e-4	-1.1155	125	874	999	NOGP	0.9992372881355932	0.9366141732283465	not significant / weak evidence
noeA	strict	Strict single-dominant	site	ok	0.599	0.066	site_oaes	41	0.0051	0.005	6e-4	-0.1765	401	598	5e-4	9e-4	3e-4	1.3322	934	65	999	OAES	0.7787	0.1716	not significant / weak evidence
noeA	strict	Strict single-dominant	site	ok	0.215	0.05	site_osbs	6	0.0037	0.0049	0.0016	0.7533	785	214	9e-4	0.0024	0.0011	1.3405	950	49	999	OSBS	0.36298701298701297	0.15068181818181817	not significant / weak evidence
noeA	strict	Strict single-dominant	site	ok	0.171	0.389	site_scbi	8	0.0036	0.0048	0.0013	0.8529	829	170	0.0016	0.002	8e-4	0.4013	611	388	999	SCBI	0.3130985915492958	0.5618888888888889	not significant / weak evidence
noeA	strict	Strict single-dominant	site	ok	0.018	0.06	site_tall	7	0.0025	0.0048	0.0016	1.4766	982	17	8e-4	0.0022	0.001	1.3225	940	59	999	TALL	0.050869565217391305	0.15918367346938775	not significant / weak evidence
noeA	strict	Strict single-dominant	site	ok	0.33	0.389	site_wood	27	0.0044	0.0048	8e-4	0.5462	670	329	9e-4	0.0011	4e-4	0.4284	611	388	999	WOOD	0.5107142857142858	0.5618888888888889	not significant / weak evidence
noeA	strict	Strict single-dominant	state	ok	0.057	0.029	state_al	11	0.0033	0.0048	0.0012	1.2736	943	56	6e-4	0.0017	7e-4	1.5428	971	28	999	AL	0.15000000000000002	0.116	not significant / weak evidence
noeA	strict	Strict single-dominant	state	ok	0.55	0.69	state_alaska	6	0.0048	0.0048	0.0016	0.0454	450	549	0.0027	0.0023	0.0011	-0.3594	310	689	999	Alaska	0.8144927536231885	0.8923076923076924	not significant / weak evidence
noeA	strict	Strict single-dominant	state	ok	0.332	0.297	state_co	15	0.0043	0.0048	0.0011	0.5043	668	331	0.0011	0.0014	6e-4	0.5985	703	296	999	CO	0.535483870967742	0.5033898305084745	not significant / weak evidence
noeA	strict	Strict single-dominant	state	ok	0.06	0.029	state_florida	7	0.003	0.0049	0.0015	1.2744	940	59	7e-4	0.0022	0.001	1.5393	971	28	999	Florida	0.15384615384615385	0.116	not significant / weak evidence
noeA	strict	Strict single-dominant	state	ok	0.128	0.041	state_georgia	5	0.0031	0.0049	0.0018	1.0318	872	127	8e-4	0.0027	0.0013	1.4459	959	40	999	Georgia	0.2666666666666667	0.14642857142857144	not significant / weak evidence
noeA	strict	Strict single-dominant	state	ok	0.943	0.958	state_nd	65	0.0057	0.005	4e-4	-1.597	57	942	0.0011	8e-4	2e-4	-1.7512	42	957	999	ND	1	0.9775510204081632	not significant / weak evidence
noeA	strict	Strict single-dominant	state	ok	0.56	0.033	state_ok	41	0.0051	0.0051	6e-4	-0.0698	440	559	5e-4	9e-4	3e-4	1.5052	967	32	999	OK	0.8144927536231885	0.12692307692307694	not significant / weak evidence
noeA	strict	Strict single-dominant	state	ok	0.052	0.11	state_tx	6	0.0029	0.005	0.0016	1.2906	948	51	0.0013	0.0025	0.0011	1.0706	890	109	999	TX	0.14444444444444443	0.2972972972972973	not significant / weak evidence
noeA	strict	Strict single-dominant	state	ok	0.009	0.113	state_va	18	0.0032	0.005	0.001	1.8655	991	8	8e-4	0.0014	5e-4	1.0982	887	112	999	VA	0.03913043478260869	0.2973684210526316	significant clustering by MPD
noeA	strict	Strict single-dominant	host_genus	ok	0.809	0.131	host_genus_astragalus	26	0.0055	0.0049	8e-4	-0.8086	191	808	7e-4	0.0011	4e-4	1.0711	869	130	999	Astragalus	0.9028346456692913	0.3217543859649123	not significant / weak evidence
noeA	strict	Strict single-dominant	host_genus	ok	0.819	0.343	host_genus_dalea	10	0.0058	0.005	0.0013	-0.6533	181	818	0.0015	0.0019	8e-4	0.4741	657	342	999	Dalea	0.9028346456692913	0.568235294117647	not significant / weak evidence
noeA	strict	Strict single-dominant	host_genus	ok	0.07	0.031	host_genus_desmodium	11	0.0034	0.005	0.0013	1.2406	930	69	7e-4	0.0018	7e-4	1.4893	969	30	999	Desmodium	0.17500000000000002	0.12055555555555555	not significant / weak evidence
noeA	strict	Strict single-dominant	host_genus	ok	0.613	0.451	host_genus_elaeagnus	6	0.0052	0.0051	0.0018	-0.0747	387	612	0.0022	0.0025	0.0012	0.2992	549	450	999	Elaeagnus	0.7865454545454545	0.6442857142857144	not significant / weak evidence
noeA	strict	Strict single-dominant	host_genus	ok	0.019	0.054	host_genus_lespedeza	12	0.0032	0.005	0.0012	1.613	981	18	8e-4	0.0017	7e-4	1.3405	946	53	999	Lespedeza	0.0665	0.175	not significant / weak evidence
noeA	strict	Strict single-dominant	host_genus	ok	0.928	0.79	host_genus_medicago	51	0.0059	0.0052	5e-4	-1.5129	72	927	0.001	9e-4	2e-4	-0.9314	210	789	999	Medicago	0.9695522388059701	0.8708661417322835	not significant / weak evidence
noeA	strict	Strict single-dominant	host_genus	ok	0.002	0.019	host_genus_melilotus	27	0.0035	0.0051	8e-4	2.1215	998	1	6e-4	0.0011	4e-4	1.5544	981	18	999	Melilotus	0.0112	0.07823529411764706	significant clustering by MPD
noeA	strict	Strict single-dominant	host_genus	ok	0.562	0.683	host_genus_oxytropis	5	0.0051	0.0051	0.002	0.0244	438	561	0.0033	0.0029	0.0014	-0.3071	317	682	999	Oxytropis	0.7422641509433963	0.7895081967213113	not significant / weak evidence
noeA	strict	Strict single-dominant	host_tribe	ok	0.54	0.43	host_tribe_actinorhizal	19	0.0047	0.0047	8e-4	0.0362	460	539	0.0011	0.0012	4e-4	0.29	570	429	999	actinorhizal	0.7544117647058823	0.7141379310344828	not significant / weak evidence
noeA	strict	Strict single-dominant	host_tribe	ok	0.723	0.559	host_tribe_amorpheae	14	0.0052	0.0047	0.0011	-0.3823	277	722	0.0014	0.0014	6e-4	0.031	441	558	999	Amorpheae	0.8817948717948717	0.8035416666666666	not significant / weak evidence
noeA	strict	Strict single-dominant	host_tribe	ok	0.003	0.02	host_tribe_desmodieae	25	0.0032	0.0048	8e-4	2.1362	997	2	5e-4	0.0011	4e-4	1.611	980	19	999	Desmodieae	0.016764705882352942	0.095	significant clustering by MPD
noeA	strict	Strict single-dominant	host_tribe	ok	0.782	0.374	host_tribe_galegeae	31	0.0055	0.005	7e-4	-0.7517	218	781	8e-4	0.001	3e-4	0.4635	626	373	999	Galegeae	0.9171604938271606	0.6954716981132076	not significant / weak evidence
noeA	strict	Strict single-dominant	host_tribe	ok	0.066	0.179	host_tribe_phaseoleae	5	0.0027	0.005	0.0021	1.1	934	65	0.0015	0.0027	0.0014	0.8922	821	178	999	Phaseoleae	0.17914285714285716	0.45959459459459456	not significant / weak evidence
noeA	strict	Strict single-dominant	host_tribe	ok	0.683	0.755	host_tribe_trifolieae	81	0.0052	0.005	3e-4	-0.5436	317	682	8e-4	7e-4	1e-4	-0.8225	245	754	999	Trifolieae	0.85375	0.885493827160494	not significant / weak evidence
noeA	strict	Strict single-dominant	native_status	ok	0.689	0.628	native_status_no	101	0.005	0.0048	3e-4	-0.5589	311	688	7e-4	6e-4	1e-4	-0.4685	372	627	999	no	0.86125	0.8899999999999999	not significant / weak evidence
noeA	strict	Strict single-dominant	native_status	ok	0.31	0.448	native_status_yes	92	0.0047	0.0049	3e-4	0.5531	690	309	6e-4	6e-4	1e-4	0.1885	552	447	999	yes	0.6888888888888889	0.7466666666666667	not significant / weak evidence
noeA	strict	Strict single-dominant	closest_blast_genus	ok	0.988	1	closest_blast_genus_sinorhizobium	192	0.0047	0.0047	0	-2.397	12	987	4e-4	4e-4	0	0.9995	999	999	999	Sinorhizobium	1	1	not significant / weak evidence
noeA	iupac	Mixed-IUPAC	sample_type	ok	0.448	0.588	sample_type_nodule	67	0.0035	0.0036	3e-4	0.1357	552	447	5e-4	5e-4	1e-4	-0.2178	412	587	999	nodule	0.8735294117647059	0.9143478260869565	not significant / weak evidence
noeA	iupac	Mixed-IUPAC	sample_type	ok	0.902	0.95	sample_type_rhizosphere	61	0.004	0.0035	4e-4	-1.2761	98	901	7e-4	4e-4	1e-4	-1.7727	50	949	999	rhizosphere	1	1	not significant / weak evidence
noeA	iupac	Mixed-IUPAC	sample_type	ok	0.098	0.007	sample_type_root	67	0.0031	0.0035	3e-4	1.2285	902	97	2e-4	4e-4	1e-4	2.0343	993	6	999	root	0.2672727272727273	0.035	significant clustering by MNTD
noeA	iupac	Mixed-IUPAC	site	ok	0.007	0.034	site_blan	10	0.0016	0.0034	0.001	1.7464	993	6	4e-4	0.0011	6e-4	1.3236	966	33	999	BLAN	0.022	0.08086486486486487	significant clustering by MPD
noeA	iupac	Mixed-IUPAC	site	ok	0.264	0.361	site_clbj	6	0.0026	0.0035	0.0014	0.693	736	263	0.0011	0.0015	8e-4	0.4849	639	360	999	CLBJ	0.4693333333333333	0.49525581395348833	not significant / weak evidence
