gene	gene_group	metadata_category	metadata_value	total_samples	good_samples	percent_good
nolF	accessory nodulation/symbiosis-related	host_tribe	Fabeae	28	2	7.142857142857143
nolF	accessory nodulation/symbiosis-related	host_tribe	Galegeae	158	28	17.72151898734177
nolF	accessory nodulation/symbiosis-related	host_tribe	Genisteae	126	3	2.380952380952381
nolF	accessory nodulation/symbiosis-related	host_tribe	Glycininae	21	1	4.761904761904762
nolF	accessory nodulation/symbiosis-related	host_tribe	Indigofereae	33	0	0
nolF	accessory nodulation/symbiosis-related	host_tribe	Loteae	33	1	3.0303030303030303
nolF	accessory nodulation/symbiosis-related	host_tribe	Millettieae	65	4	6.153846153846154
nolF	accessory nodulation/symbiosis-related	host_tribe	Mimosoideae	80	1	1.25
nolF	accessory nodulation/symbiosis-related	host_tribe	Phaseoleae	230	6	2.608695652173913
nolF	accessory nodulation/symbiosis-related	host_tribe	Psoraleeae	25	0	0
nolF	accessory nodulation/symbiosis-related	host_tribe	Robinieae	15	1	6.666666666666667
nolF	accessory nodulation/symbiosis-related	host_tribe	Sesbanieae	47	1	2.127659574468085
nolF	accessory nodulation/symbiosis-related	host_tribe	Sophoreae	15	2	13.333333333333334
nolF	accessory nodulation/symbiosis-related	host_tribe	Trifolieae	112	80	71.42857142857143
nolF	accessory nodulation/symbiosis-related	host_tribe	Unknown	32	6	18.75
nolF	accessory nodulation/symbiosis-related	host_tribe	actinorhizal	692	26	3.7572254335260116
nolG	accessory nodulation/symbiosis-related	host_tribe	Amorpheae	97	16	16.49484536082474
nolG	accessory nodulation/symbiosis-related	host_tribe	Cassieae	111	1	0.9009009009009009
nolG	accessory nodulation/symbiosis-related	host_tribe	Crotalarieae	108	6	5.555555555555555
nolG	accessory nodulation/symbiosis-related	host_tribe	Dalbergieae	88	2	2.272727272727273
nolG	accessory nodulation/symbiosis-related	host_tribe	Desmodieae	699	33	4.721030042918455
nolG	accessory nodulation/symbiosis-related	host_tribe	Diocleae	86	0	0
nolG	accessory nodulation/symbiosis-related	host_tribe	Fabeae	28	1	3.5714285714285716
nolG	accessory nodulation/symbiosis-related	host_tribe	Galegeae	158	33	20.88607594936709
nolG	accessory nodulation/symbiosis-related	host_tribe	Genisteae	126	3	2.380952380952381
nolG	accessory nodulation/symbiosis-related	host_tribe	Glycininae	21	1	4.761904761904762
nolG	accessory nodulation/symbiosis-related	host_tribe	Indigofereae	33	0	0
nolG	accessory nodulation/symbiosis-related	host_tribe	Loteae	33	2	6.0606060606060606
nolG	accessory nodulation/symbiosis-related	host_tribe	Millettieae	65	3	4.615384615384615
nolG	accessory nodulation/symbiosis-related	host_tribe	Mimosoideae	80	3	3.75
nolG	accessory nodulation/symbiosis-related	host_tribe	Phaseoleae	230	8	3.4782608695652173
nolG	accessory nodulation/symbiosis-related	host_tribe	Psoraleeae	25	0	0
nolG	accessory nodulation/symbiosis-related	host_tribe	Robinieae	15	1	6.666666666666667
nolG	accessory nodulation/symbiosis-related	host_tribe	Sesbanieae	47	1	2.127659574468085
nolG	accessory nodulation/symbiosis-related	host_tribe	Sophoreae	15	2	13.333333333333334
nolG	accessory nodulation/symbiosis-related	host_tribe	Trifolieae	112	82	73.21428571428571
nolG	accessory nodulation/symbiosis-related	host_tribe	Unknown	32	6	18.75
nolG	accessory nodulation/symbiosis-related	host_tribe	actinorhizal	692	26	3.7572254335260116
nifD	nif	site	BLAN	15	12	80
nifD	nif	site	BONA	57	6	10.526315789473685
nifD	nif	site	CLBJ	144	94	65.27777777777777
nifD	nif	site	CPER	15	15	100
nifD	nif	site	DCFS	24	23	95.83333333333333
nifD	nif	site	DEJU	202	55	27.22772277227723
nifD	nif	site	DELA	99	64	64.64646464646465
nifD	nif	site	DSNY	265	138	52.075471698113205
nifD	nif	site	GRSM	9	1	11.11111111111111
nifD	nif	site	GUAN	30	10	33.333333333333336
nifD	nif	site	HARV	24	7	29.166666666666668
nifD	nif	site	HEAL	69	17	24.63768115942029
nifD	nif	site	JERC	548	288	52.55474452554745
nifD	nif	site	JORN	12	12	100
nifD	nif	site	KONA	9	9	100
nifD	nif	site	KONZ	51	38	74.50980392156863
nifD	nif	site	LAJA	96	54	56.25
nifD	nif	site	LENO	45	32	71.11111111111111
nifD	nif	site	MLBS	12	4	33.333333333333336
nifD	nif	site	NIWO	6	5	83.33333333333333
nifD	nif	site	NOGP	21	21	100
nifD	nif	site	OAES	118	106	89.83050847457628
nifD	nif	site	ORNL	87	21	24.137931034482758
nifD	nif	site	OSBS	221	114	51.58371040723982
nifD	nif	site	RMNP	15	11	73.33333333333333
nifD	nif	site	SCBI	38	24	63.1578947368421
nifD	nif	site	SERC	28	7	25
nifD	nif	site	SJER	15	10	66.66666666666667
nifD	nif	site	SRER	54	54	100
nifD	nif	site	TALL	346	90	26.01156069364162
nifD	nif	site	TEAK	8	5	62.5
nifD	nif	site	TOOL	102	70	68.62745098039215
nifD	nif	site	UKFS	17	7	41.1764705882353
nifD	nif	site	UNDE	15	8	53.333333333333336
nifD	nif	site	Unknown	32	18	56.25
nifD	nif	site	WOOD	34	33	97.05882352941177
nifD	nif	site	YELL	24	14	58.333333333333336
nifH	nif	site	BLAN	15	12	80
nifH	nif	site	BONA	57	9	15.789473684210526
nifH	nif	site	CLBJ	144	89	61.80555555555556
nifH	nif	site	CPER	15	15	100
nifH	nif	site	DCFS	24	20	83.33333333333333
nifH	nif	site	DEJU	202	59	29.207920792079207
nifH	nif	site	DELA	99	78	78.78787878787878
nifH	nif	site	DSNY	265	140	52.83018867924528
nifH	nif	site	GRSM	9	1	11.11111111111111
nifH	nif	site	GUAN	30	16	53.333333333333336
nifH	nif	site	HARV	24	6	25
nifH	nif	site	HEAL	69	21	30.434782608695652
nifH	nif	site	JERC	548	315	57.481751824817515
nifH	nif	site	JORN	12	12	100
nifH	nif	site	KONA	9	9	100
nifH	nif	site	KONZ	51	39	76.47058823529412
nifH	nif	site	LAJA	96	67	69.79166666666667
nifH	nif	site	LENO	45	32	71.11111111111111
nifH	nif	site	MLBS	12	4	33.333333333333336
nifH	nif	site	NIWO	6	4	66.66666666666667
nifH	nif	site	NOGP	21	20	95.23809523809524
nifH	nif	site	OAES	118	90	76.27118644067797
nifH	nif	site	ORNL	87	28	32.18390804597701
nifH	nif	site	OSBS	221	127	57.46606334841629
nifH	nif	site	RMNP	15	12	80
nifH	nif	site	SCBI	38	22	57.89473684210526
nifH	nif	site	SERC	28	4	14.285714285714286
nifH	nif	site	SJER	15	6	40
nifH	nif	site	SRER	54	53	98.14814814814815
nifH	nif	site	TALL	346	111	32.08092485549133
nifH	nif	site	TEAK	8	4	50
nifH	nif	site	TOOL	102	73	71.56862745098039
nifH	nif	site	UKFS	17	7	41.1764705882353
nifH	nif	site	UNDE	15	7	46.666666666666664
nifH	nif	site	Unknown	32	15	46.875
nifH	nif	site	WOOD	34	33	97.05882352941177
nifH	nif	site	YELL	24	12	50
nifJ	nif	site	BLAN	15	3	20
nifJ	nif	site	BONA	57	38	66.66666666666667
nifJ	nif	site	CLBJ	144	2	1.3888888888888888
nifJ	nif	site	CPER	15	0	0
nifJ	nif	site	DCFS	24	0	0
nifJ	nif	site	DEJU	202	70	34.65346534653465
nifJ	nif	site	DELA	99	9	9.090909090909092
nifJ	nif	site	DSNY	265	12	4.528301886792453
nifJ	nif	site	GRSM	9	0	0
nifJ	nif	site	GUAN	30	2	6.666666666666667
nifJ	nif	site	HARV	24	8	33.333333333333336
nifJ	nif	site	HEAL	69	38	55.072463768115945
nifJ	nif	site	JERC	548	15	2.7372262773722627
nifJ	nif	site	JORN	12	0	0
nifJ	nif	site	KONA	9	0	0
nifJ	nif	site	KONZ	51	1	1.9607843137254901
nifJ	nif	site	LAJA	96	9	9.375
nifJ	nif	site	LENO	45	3	6.666666666666667
nifJ	nif	site	MLBS	12	6	50
nifJ	nif	site	NIWO	6	0	0
nifJ	nif	site	NOGP	21	0	0
nifJ	nif	site	OAES	118	5	4.237288135593221
nifJ	nif	site	ORNL	87	18	20.689655172413794
nifJ	nif	site	OSBS	221	17	7.6923076923076925
nifJ	nif	site	RMNP	15	0	0
nifJ	nif	site	SCBI	38	0	0
nifJ	nif	site	SERC	28	6	21.428571428571427
nifJ	nif	site	SJER	15	0	0
nifJ	nif	site	SRER	54	0	0
nifJ	nif	site	TALL	346	53	15.31791907514451
nifJ	nif	site	TEAK	8	0	0
nifJ	nif	site	TOOL	102	2	1.9607843137254901
nifJ	nif	site	UKFS	17	0	0
nifJ	nif	site	UNDE	15	6	40
nifJ	nif	site	Unknown	32	2	6.25
nifJ	nif	site	WOOD	34	0	0
nifJ	nif	site	YELL	24	3	12.5
nifK	nif	site	BLAN	15	11	73.33333333333333
nifK	nif	site	BONA	57	3	5.2631578947368425
nifK	nif	site	CLBJ	144	80	55.55555555555556
nifK	nif	site	CPER	15	15	100
nifK	nif	site	DCFS	24	23	95.83333333333333
nifK	nif	site	DEJU	202	20	9.900990099009901
nifK	nif	site	DELA	99	46	46.464646464646464
nifK	nif	site	DSNY	265	98	36.9811320754717
nifK	nif	site	GRSM	9	0	0
nifK	nif	site	GUAN	30	5	16.666666666666668
nifK	nif	site	HARV	24	3	12.5
nifK	nif	site	HEAL	69	8	11.594202898550725
nifK	nif	site	JERC	548	197	35.948905109489054
nifK	nif	site	JORN	12	12	100
nifK	nif	site	KONA	9	8	88.88888888888889
nifK	nif	site	KONZ	51	35	68.62745098039215
nifK	nif	site	LAJA	96	28	29.166666666666668
nifK	nif	site	LENO	45	19	42.22222222222222
nifK	nif	site	MLBS	12	3	25
nifK	nif	site	NIWO	6	5	83.33333333333333
nifK	nif	site	NOGP	21	18	85.71428571428571
nifK	nif	site	OAES	118	103	87.28813559322033
nifK	nif	site	ORNL	87	20	22.988505747126435
nifK	nif	site	OSBS	221	72	32.57918552036199
nifK	nif	site	RMNP	15	10	66.66666666666667
nifK	nif	site	SCBI	38	18	47.36842105263158
nifK	nif	site	SERC	28	6	21.428571428571427
nifK	nif	site	SJER	15	6	40
nifK	nif	site	SRER	54	54	100
nifK	nif	site	TALL	346	38	10.982658959537572
nifK	nif	site	TEAK	8	4	50
nifK	nif	site	TOOL	102	66	64.70588235294117
nifK	nif	site	UKFS	17	2	11.764705882352942
nifK	nif	site	UNDE	15	2	13.333333333333334
nifK	nif	site	Unknown	32	11	34.375
nifK	nif	site	WOOD	34	32	94.11764705882354
nifK	nif	site	YELL	24	7	29.166666666666668
nodL	canonical nod	site	BLAN	15	9	60
nodL	canonical nod	site	BONA	57	0	0
nodL	canonical nod	site	CLBJ	144	8	5.555555555555555
nodL	canonical nod	site	CPER	15	12	80
nodL	canonical nod	site	DCFS	24	20	83.33333333333333
nodL	canonical nod	site	DEJU	202	4	1.9801980198019802
nodL	canonical nod	site	DELA	99	3	3.0303030303030303
nodL	canonical nod	site	DSNY	265	5	1.8867924528301887
nodL	canonical nod	site	GRSM	9	0	0
nodL	canonical nod	site	GUAN	30	0	0
nodL	canonical nod	site	HARV	24	0	0
nodL	canonical nod	site	HEAL	69	3	4.3478260869565215
nodL	canonical nod	site	JERC	548	20	3.6496350364963503
nodL	canonical nod	site	JORN	12	1	8.333333333333334
nodL	canonical nod	site	KONA	9	0	0
nodL	canonical nod	site	KONZ	51	3	5.882352941176471
nodL	canonical nod	site	LAJA	96	1	1.0416666666666667
nodL	canonical nod	site	LENO	45	2	4.444444444444445
nodL	canonical nod	site	MLBS	12	0	0
nodL	canonical nod	site	NIWO	6	2	33.333333333333336
nodL	canonical nod	site	NOGP	21	17	80.95238095238095
nodL	canonical nod	site	OAES	118	53	44.91525423728814
nodL	canonical nod	site	ORNL	87	4	4.597701149425287
nodL	canonical nod	site	OSBS	221	9	4.072398190045249
nodL	canonical nod	site	RMNP	15	3	20
nodL	canonical nod	site	SCBI	38	9	23.68421052631579
nodL	canonical nod	site	SERC	28	2	7.142857142857143
nodL	canonical nod	site	SJER	15	1	6.666666666666667
nodL	canonical nod	site	SRER	54	3	5.555555555555555
nodL	canonical nod	site	TALL	346	8	2.3121387283236996
nodL	canonical nod	site	TEAK	8	0	0
nodL	canonical nod	site	TOOL	102	5	4.901960784313726
nodL	canonical nod	site	UKFS	17	0	0
nodL	canonical nod	site	UNDE	15	0	0
nodL	canonical nod	site	Unknown	32	6	18.75
nodL	canonical nod	site	WOOD	34	24	70.58823529411765
nodL	canonical nod	site	YELL	24	2	8.333333333333334
nodX	canonical nod	site	BLAN	15	10	66.66666666666667
nodX	canonical nod	site	BONA	57	3	5.2631578947368425
nodX	canonical nod	site	CLBJ	144	11	7.638888888888889
nodX	canonical nod	site	CPER	15	3	20
nodX	canonical nod	site	DCFS	24	2	8.333333333333334
nodX	canonical nod	site	DEJU	202	8	3.9603960396039604
nodX	canonical nod	site	DELA	99	14	14.141414141414142
nodX	canonical nod	site	DSNY	265	10	3.7735849056603774
nodX	canonical nod	site	GRSM	9	1	11.11111111111111
nodX	canonical nod	site	GUAN	30	1	3.3333333333333335
nodX	canonical nod	site	HARV	24	0	0
nodX	canonical nod	site	HEAL	69	1	1.4492753623188406
nodX	canonical nod	site	JERC	548	15	2.7372262773722627
nodX	canonical nod	site	JORN	12	0	0
nodX	canonical nod	site	KONA	9	0	0
nodX	canonical nod	site	KONZ	51	2	3.9215686274509802
nodX	canonical nod	site	LAJA	96	0	0
nodX	canonical nod	site	LENO	45	0	0
nodX	canonical nod	site	MLBS	12	0	0
nodX	canonical nod	site	NIWO	6	1	16.666666666666668
nodX	canonical nod	site	NOGP	21	3	14.285714285714286
nodX	canonical nod	site	OAES	118	3	2.542372881355932
nodX	canonical nod	site	ORNL	87	11	12.64367816091954
nodX	canonical nod	site	OSBS	221	11	4.97737556561086
nodX	canonical nod	site	RMNP	15	0	0
nodX	canonical nod	site	SCBI	38	6	15.789473684210526
nodX	canonical nod	site	SERC	28	0	0
nodX	canonical nod	site	SJER	15	2	13.333333333333334
nodX	canonical nod	site	SRER	54	0	0
nodX	canonical nod	site	TALL	346	8	2.3121387283236996
nodX	canonical nod	site	TEAK	8	0	0
nodX	canonical nod	site	TOOL	102	4	3.9215686274509802
nodX	canonical nod	site	UKFS	17	0	0
nodX	canonical nod	site	UNDE	15	1	6.666666666666667
nodX	canonical nod	site	Unknown	32	4	12.5
nodX	canonical nod	site	WOOD	34	1	2.9411764705882355
nodX	canonical nod	site	YELL	24	1	4.166666666666667
noeA	accessory nodulation/symbiosis-related	site	BLAN	15	10	66.66666666666667
noeA	accessory nodulation/symbiosis-related	site	BONA	57	0	0
noeA	accessory nodulation/symbiosis-related	site	CLBJ	144	6	4.166666666666667
noeA	accessory nodulation/symbiosis-related	site	CPER	15	12	80
noeA	accessory nodulation/symbiosis-related	site	DCFS	24	20	83.33333333333333
noeA	accessory nodulation/symbiosis-related	site	DEJU	202	2	0.9900990099009901
noeA	accessory nodulation/symbiosis-related	site	DELA	99	3	3.0303030303030303
noeA	accessory nodulation/symbiosis-related	site	DSNY	265	7	2.641509433962264
noeA	accessory nodulation/symbiosis-related	site	GRSM	9	0	0
noeA	accessory nodulation/symbiosis-related	site	GUAN	30	0	0
noeA	accessory nodulation/symbiosis-related	site	HARV	24	0	0
noeA	accessory nodulation/symbiosis-related	site	HEAL	69	1	1.4492753623188406
noeA	accessory nodulation/symbiosis-related	site	JERC	548	7	1.2773722627737227
noeA	accessory nodulation/symbiosis-related	site	JORN	12	1	8.333333333333334
noeA	accessory nodulation/symbiosis-related	site	KONA	9	0	0
noeA	accessory nodulation/symbiosis-related	site	KONZ	51	3	5.882352941176471
noeA	accessory nodulation/symbiosis-related	site	LAJA	96	1	1.0416666666666667
noeA	accessory nodulation/symbiosis-related	site	LENO	45	1	2.2222222222222223
noeA	accessory nodulation/symbiosis-related	site	MLBS	12	0	0
noeA	accessory nodulation/symbiosis-related	site	NIWO	6	3	50
noeA	accessory nodulation/symbiosis-related	site	NOGP	21	19	90.47619047619048
noeA	accessory nodulation/symbiosis-related	site	OAES	118	36	30.508474576271187
noeA	accessory nodulation/symbiosis-related	site	ORNL	87	0	0
noeA	accessory nodulation/symbiosis-related	site	OSBS	221	6	2.7149321266968327
noeA	accessory nodulation/symbiosis-related	site	RMNP	15	1	6.666666666666667
noeA	accessory nodulation/symbiosis-related	site	SCBI	38	8	21.05263157894737
noeA	accessory nodulation/symbiosis-related	site	SERC	28	2	7.142857142857143
noeA	accessory nodulation/symbiosis-related	site	SJER	15	0	0
noeA	accessory nodulation/symbiosis-related	site	SRER	54	1	1.8518518518518519
noeA	accessory nodulation/symbiosis-related	site	TALL	346	7	2.023121387283237
noeA	accessory nodulation/symbiosis-related	site	TEAK	8	2	25
noeA	accessory nodulation/symbiosis-related	site	TOOL	102	4	3.9215686274509802
noeA	accessory nodulation/symbiosis-related	site	UKFS	17	0	0
noeA	accessory nodulation/symbiosis-related	site	UNDE	15	0	0
noeA	accessory nodulation/symbiosis-related	site	Unknown	32	6	18.75
noeA	accessory nodulation/symbiosis-related	site	WOOD	34	28	82.3529411764706
noeA	accessory nodulation/symbiosis-related	site	YELL	24	0	0
noeB	accessory nodulation/symbiosis-related	site	BLAN	15	8	53.333333333333336
noeB	accessory nodulation/symbiosis-related	site	BONA	57	0	0
noeB	accessory nodulation/symbiosis-related	site	CLBJ	144	2	1.3888888888888888
noeB	accessory nodulation/symbiosis-related	site	CPER	15	12	80
noeB	accessory nodulation/symbiosis-related	site	DCFS	24	17	70.83333333333333
noeB	accessory nodulation/symbiosis-related	site	DEJU	202	1	0.49504950495049505
noeB	accessory nodulation/symbiosis-related	site	DELA	99	1	1.0101010101010102
noeB	accessory nodulation/symbiosis-related	site	DSNY	265	2	0.7547169811320755
noeB	accessory nodulation/symbiosis-related	site	GRSM	9	0	0
noeB	accessory nodulation/symbiosis-related	site	GUAN	30	0	0
noeB	accessory nodulation/symbiosis-related	site	HARV	24	0	0
noeB	accessory nodulation/symbiosis-related	site	HEAL	69	1	1.4492753623188406
noeB	accessory nodulation/symbiosis-related	site	JERC	548	1	0.18248175182481752
noeB	accessory nodulation/symbiosis-related	site	JORN	12	1	8.333333333333334
noeB	accessory nodulation/symbiosis-related	site	KONA	9	0	0
noeB	accessory nodulation/symbiosis-related	site	KONZ	51	2	3.9215686274509802
noeB	accessory nodulation/symbiosis-related	site	LAJA	96	1	1.0416666666666667
noeB	accessory nodulation/symbiosis-related	site	LENO	45	1	2.2222222222222223
noeB	accessory nodulation/symbiosis-related	site	MLBS	12	0	0
noeB	accessory nodulation/symbiosis-related	site	NIWO	6	1	16.666666666666668
noeB	accessory nodulation/symbiosis-related	site	NOGP	21	17	80.95238095238095
noeB	accessory nodulation/symbiosis-related	site	OAES	118	31	26.271186440677965
noeB	accessory nodulation/symbiosis-related	site	ORNL	87	0	0
noeB	accessory nodulation/symbiosis-related	site	OSBS	221	2	0.9049773755656109
noeB	accessory nodulation/symbiosis-related	site	RMNP	15	1	6.666666666666667
noeB	accessory nodulation/symbiosis-related	site	SCBI	38	6	15.789473684210526
noeB	accessory nodulation/symbiosis-related	site	SERC	28	1	3.5714285714285716
noeB	accessory nodulation/symbiosis-related	site	SJER	15	0	0
noeB	accessory nodulation/symbiosis-related	site	SRER	54	0	0
noeB	accessory nodulation/symbiosis-related	site	TALL	346	4	1.1560693641618498
noeB	accessory nodulation/symbiosis-related	site	TEAK	8	2	25
noeB	accessory nodulation/symbiosis-related	site	TOOL	102	3	2.9411764705882355
noeB	accessory nodulation/symbiosis-related	site	UKFS	17	0	0
noeB	accessory nodulation/symbiosis-related	site	UNDE	15	0	0
noeB	accessory nodulation/symbiosis-related	site	Unknown	32	6	18.75
noeB	accessory nodulation/symbiosis-related	site	WOOD	34	25	73.52941176470588
noeB	accessory nodulation/symbiosis-related	site	YELL	24	0	0
nolF	accessory nodulation/symbiosis-related	site	BLAN	15	12	80
nolF	accessory nodulation/symbiosis-related	site	BONA	57	0	0
nolF	accessory nodulation/symbiosis-related	site	CLBJ	144	5	3.4722222222222223
nolF	accessory nodulation/symbiosis-related	site	CPER	15	13	86.66666666666667
nolF	accessory nodulation/symbiosis-related	site	DCFS	24	20	83.33333333333333
nolF	accessory nodulation/symbiosis-related	site	DEJU	202	4	1.9801980198019802
nolF	accessory nodulation/symbiosis-related	site	DELA	99	2	2.0202020202020203
nolF	accessory nodulation/symbiosis-related	site	DSNY	265	8	3.018867924528302
nolF	accessory nodulation/symbiosis-related	site	GRSM	9	0	0
nolF	accessory nodulation/symbiosis-related	site	GUAN	30	0	0
nolF	accessory nodulation/symbiosis-related	site	HARV	24	0	0
nolF	accessory nodulation/symbiosis-related	site	HEAL	69	1	1.4492753623188406
nolF	accessory nodulation/symbiosis-related	site	JERC	548	10	1.8248175182481752
nolF	accessory nodulation/symbiosis-related	site	JORN	12	1	8.333333333333334
nolF	accessory nodulation/symbiosis-related	site	KONA	9	0	0
nolF	accessory nodulation/symbiosis-related	site	KONZ	51	2	3.9215686274509802
nolF	accessory nodulation/symbiosis-related	site	LAJA	96	1	1.0416666666666667
nolF	accessory nodulation/symbiosis-related	site	LENO	45	1	2.2222222222222223
nolF	accessory nodulation/symbiosis-related	site	MLBS	12	0	0
nolF	accessory nodulation/symbiosis-related	site	NIWO	6	3	50
nolF	accessory nodulation/symbiosis-related	site	NOGP	21	18	85.71428571428571
nolF	accessory nodulation/symbiosis-related	site	OAES	118	33	27.966101694915253
nolF	accessory nodulation/symbiosis-related	site	ORNL	87	0	0
nolF	accessory nodulation/symbiosis-related	site	OSBS	221	6	2.7149321266968327
nolF	accessory nodulation/symbiosis-related	site	RMNP	15	2	13.333333333333334
nolF	accessory nodulation/symbiosis-related	site	SCBI	38	9	23.68421052631579
nolF	accessory nodulation/symbiosis-related	site	SERC	28	2	7.142857142857143
nolF	accessory nodulation/symbiosis-related	site	SJER	15	0	0
nolF	accessory nodulation/symbiosis-related	site	SRER	54	1	1.8518518518518519
nolF	accessory nodulation/symbiosis-related	site	TALL	346	9	2.601156069364162
nolF	accessory nodulation/symbiosis-related	site	TEAK	8	2	25
nolF	accessory nodulation/symbiosis-related	site	TOOL	102	7	6.862745098039215
nolF	accessory nodulation/symbiosis-related	site	UKFS	17	0	0
nolF	accessory nodulation/symbiosis-related	site	UNDE	15	0	0
nolF	accessory nodulation/symbiosis-related	site	Unknown	32	6	18.75
nolF	accessory nodulation/symbiosis-related	site	WOOD	34	30	88.23529411764706
nolF	accessory nodulation/symbiosis-related	site	YELL	24	1	4.166666666666667
nolG	accessory nodulation/symbiosis-related	site	BLAN	15	11	73.33333333333333
nolG	accessory nodulation/symbiosis-related	site	BONA	57	0	0
nolG	accessory nodulation/symbiosis-related	site	CLBJ	144	5	3.4722222222222223
nolG	accessory nodulation/symbiosis-related	site	CPER	15	13	86.66666666666667
nolG	accessory nodulation/symbiosis-related	site	DCFS	24	21	87.5
nolG	accessory nodulation/symbiosis-related	site	DEJU	202	2	0.9900990099009901
nolG	accessory nodulation/symbiosis-related	site	DELA	99	2	2.0202020202020203
nolG	accessory nodulation/symbiosis-related	site	DSNY	265	10	3.7735849056603774
nolG	accessory nodulation/symbiosis-related	site	GRSM	9	0	0
nolG	accessory nodulation/symbiosis-related	site	GUAN	30	0	0
nolG	accessory nodulation/symbiosis-related	site	HARV	24	0	0
nolG	accessory nodulation/symbiosis-related	site	HEAL	69	1	1.4492753623188406
nolG	accessory nodulation/symbiosis-related	site	JERC	548	16	2.9197080291970803
nolG	accessory nodulation/symbiosis-related	site	JORN	12	1	8.333333333333334
nolG	accessory nodulation/symbiosis-related	site	KONA	9	0	0
nolG	accessory nodulation/symbiosis-related	site	KONZ	51	3	5.882352941176471
nolG	accessory nodulation/symbiosis-related	site	LAJA	96	2	2.0833333333333335
nolG	accessory nodulation/symbiosis-related	site	LENO	45	1	2.2222222222222223
nolG	accessory nodulation/symbiosis-related	site	MLBS	12	0	0
nolG	accessory nodulation/symbiosis-related	site	NIWO	6	4	66.66666666666667
nolG	accessory nodulation/symbiosis-related	site	NOGP	21	19	90.47619047619048
nolG	accessory nodulation/symbiosis-related	site	OAES	118	37	31.35593220338983
nolG	accessory nodulation/symbiosis-related	site	ORNL	87	0	0
nolG	accessory nodulation/symbiosis-related	site	OSBS	221	8	3.6199095022624435
nolG	accessory nodulation/symbiosis-related	site	RMNP	15	2	13.333333333333334
nolG	accessory nodulation/symbiosis-related	site	SCBI	38	10	26.31578947368421
nolG	accessory nodulation/symbiosis-related	site	SERC	28	2	7.142857142857143
nolG	accessory nodulation/symbiosis-related	site	SJER	15	0	0
nolG	accessory nodulation/symbiosis-related	site	SRER	54	1	1.8518518518518519
nolG	accessory nodulation/symbiosis-related	site	TALL	346	11	3.179190751445087
nolG	accessory nodulation/symbiosis-related	site	TEAK	8	2	25
nolG	accessory nodulation/symbiosis-related	site	TOOL	102	8	7.8431372549019605
nolG	accessory nodulation/symbiosis-related	site	UKFS	17	0	0
nolG	accessory nodulation/symbiosis-related	site	UNDE	15	0	0
nolG	accessory nodulation/symbiosis-related	site	Unknown	32	6	18.75
nolG	accessory nodulation/symbiosis-related	site	WOOD	34	30	88.23529411764706
nolG	accessory nodulation/symbiosis-related	site	YELL	24	2	8.333333333333334
nifD	nif	state	#N/A	6	0	0
nifD	nif	state	AL	490	186	37.95918367346939
nifD	nif	state	Alaska	401	133	33.16708229426434
nifD	nif	state	Arizona	54	54	100
nifD	nif	state	CA	23	15	65.21739130434783
nifD	nif	state	CO	36	31	86.11111111111111
nifD	nif	state	FL	190	102	53.68421052631579
nifD	nif	state	FLorida	5	3	60
nifD	nif	state	Fl	31	12	38.70967741935484
nifD	nif	state	Florida	257	134	52.14007782101167
nifD	nif	state	Georgia	537	280	52.141527001862194
nifD	nif	state	KS	71	54	76.05633802816901
nifD	nif	state	MA	24	7	29.166666666666668
nifD	nif	state	MD	28	7	25
nifD	nif	state	MI	15	8	53.333333333333336
nifD	nif	state	ND	79	77	97.46835443037975
nifD	nif	state	New Mexico	12	12	100
nifD	nif	state	OK	118	106	89.83050847457628
nifD	nif	state	P.R	126	64	50.79365079365079
nifD	nif	state	TN	96	22	22.916666666666668
nifD	nif	state	TX	144	94	65.27777777777777
nifD	nif	state	Unknown	72	41	56.94444444444444
nifD	nif	state	VA	65	40	61.53846153846154
nifD	nif	state	WY	24	14	58.333333333333336
nifH	nif	state	#N/A	6	1	16.666666666666668
nifH	nif	state	AL	490	221	45.10204081632653
nifH	nif	state	Alaska	401	144	35.910224438902745
nifH	nif	state	Arizona	54	53	98.14814814814815
nifH	nif	state	CA	23	10	43.47826086956522
nifH	nif	state	CO	36	31	86.11111111111111
nifH	nif	state	FL	190	111	58.421052631578945
nifH	nif	state	FLorida	5	2	40
nifH	nif	state	Fl	31	16	51.61290322580645
nifH	nif	state	Florida	257	137	53.30739299610895
nifH	nif	state	Georgia	537	308	57.35567970204842
nifH	nif	state	KS	71	54	76.05633802816901
nifH	nif	state	MA	24	6	25
nifH	nif	state	MD	28	4	14.285714285714286
nifH	nif	state	MI	15	7	46.666666666666664
nifH	nif	state	ND	79	73	92.40506329113924
nifH	nif	state	New Mexico	12	12	100
nifH	nif	state	OK	118	90	76.27118644067797
nifH	nif	state	P.R	126	83	65.87301587301587
nifH	nif	state	TN	96	29	30.208333333333332
nifH	nif	state	TX	144	89	61.80555555555556
nifH	nif	state	Unknown	72	40	55.55555555555556
nifH	nif	state	VA	65	38	58.46153846153846
nifH	nif	state	WY	24	12	50
nifJ	nif	state	#N/A	6	1	16.666666666666668
nifJ	nif	state	AL	490	65	13.26530612244898
nifJ	nif	state	Alaska	401	137	34.1645885286783
nifJ	nif	state	Arizona	54	0	0
nifJ	nif	state	CA	23	0	0
nifJ	nif	state	CO	36	0	0
nifJ	nif	state	FL	190	17	8.947368421052632
nifJ	nif	state	FLorida	5	1	20
