sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
CPER-1-Rh	nifD.fa	1532	1273	83.0940	2071.5946	1951	259	16.9060	21	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CPER-1-Ro	nifD.fa	1532	1282	83.6815	15.0268	15	250	16.3185	69	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CPER-2-No	nifD.fa	1532	1314	85.7702	5572.0346	6966	218	14.2298	4	0.4545	20	10	5	0.2000	20	10	pass_single_dominant
CPER-2-Rh	nifD.fa	1532	1293	84.3995	1227.0627	417	239	15.6005	60	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CPER-2-Ro	nifD.fa	1532	1296	84.5953	207.9295	245	236	15.4047	43	0.3838	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CPER-3-1-No	nifD.fa	1532	1354	88.3812	5211.4517	6380	178	11.6188	0	0.3000	20	10	5	0.2000	20	10	pass_single_dominant
CPER-3-1-Rh	nifD.fa	1532	1317	85.9661	4041.4948	4705	215	14.0339	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
CPER-3-1-Ro	nifD.fa	1532	1303	85.0522	167.5477	181	229	14.9478	15	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CPER-4-No	nifD.fa	1532	1314	85.7702	5413.0255	6927	218	14.2298	3	0.2500	20	10	5	0.2000	20	10	pass_single_dominant
CPER-4-Rh	nifD.fa	1532	1316	85.9008	4543.0059	5359	216	14.0992	115	0.4806	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CPER-4-Ro	nifD.fa	1532	1316	85.9008	81.0300	90	216	14.0992	27	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
CPER-5-1-No	nifD.fa	1532	1314	85.7702	5894.7565	7489	218	14.2298	5	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
CPER-5-1-Rh	nifD.fa	1532	1314	85.7702	5798.5711	7334	218	14.2298	1	0.4500	20	10	5	0.2000	20	10	pass_single_dominant
CLBJ-5-2-No	nifD.fa	1532	1311	85.5744	6019.7213	7834	221	14.4256	1	0.3889	20	10	5	0.2000	20	10	pass_single_dominant
CPER-5-1-Ro	nifD.fa	1532	1288	84.0731	64.0503	69	244	15.9269	23	0.3548	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-1-2-No	nifD.fa	1532	1249	81.5274	12.6501	5	283	18.4726	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-1-2-Rh	nifD.fa	1532	1299	84.7911	857.5757	202	233	15.2089	27	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-2-2-Rh	nifD.fa	1532	1268	82.7676	1515.8375	143	264	17.2324	12	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-2-2-Ro	nifD.fa	1532	1289	84.1384	323.7102	264	243	15.8616	48	0.4848	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-3-2-No	nifD.fa	1532	1312	85.6397	4077.6371	4943	220	14.3603	0	0.1714	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-3-2-Rh	nifD.fa	1532	1294	84.4648	441.0431	166	238	15.5352	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-3-2-Ro	nifD.fa	1532	1262	82.3760	17.3897	16	270	17.6240	9	0.4000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-2-2-No	nifD.fa	1532	1314	85.7702	5907.3910	7528	218	14.2298	1	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-4-Rh	nifD.fa	1532	1292	84.3342	633.6625	481	240	15.6658	91	0.4988	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-4-Ro	nifD.fa	1532	1295	84.5300	356.0313	296	237	15.4700	57	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-5-1-No	nifD.fa	1532	1317	85.9661	5816.8231	7422	215	14.0339	2	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-5-1-Rh	nifD.fa	1532	1293	84.3995	671.2095	126	239	15.6005	74	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-5-1-Ro	nifD.fa	1532	1307	85.3133	160.0398	121	225	14.6867	141	0.4969	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-6-1-No	nifD.fa	1532	1311	85.5744	5925.4876	7574	221	14.4256	3	0.4615	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-6-1-Rh	nifD.fa	1532	1246	81.3316	406.1913	296	286	18.6684	43	0.4796	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-6-1-Ro	nifD.fa	1532	1304	85.1175	32.3172	28	228	14.8825	131	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-7-1-No	nifD.fa	1532	1303	85.0522	530.8557	466	229	14.9478	16	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-7-1-Rh	nifD.fa	1532	1290	84.2037	703.4615	71	242	15.7963	0	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DCFS-7-1-Ro	nifD.fa	1532	1301	84.9217	16.6997	18	231	15.0783	82	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-4-No	nifD.fa	1532	1297	84.6606	5917.1926	7897	235	15.3394	26	0.4925	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-8-1-Rh	nifD.fa	1532	1291	84.2689	676.2931	721	241	15.7311	136	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-8-1-Ro	nifD.fa	1532	1294	84.4648	35.9582	31	238	15.5352	136	0.4865	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DEJU-10-1-No	nifD.fa	1532	1314	85.7702	22.1978	21	218	14.2298	124	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
